Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n04s43_000007331,5261.53,4.577,0.159093,-0.287,-0.5513341484464904,5347.2705,0.23749223,4.5135922,-0.24486172,0.3054735013032145,0.5043029259896725
SPLUS-s02s13_000007965,6585.61,4.113,0.114992,-0.133,0.6390427215189876,6433.751,0.019105492,4.0831723,-0.06652006,0.6082033929306324,-0.2943201376936315
SPLUS-n02n24_000001926,6140.79,4.123,-0.185208,-0.012,0.23913981588032218,6011.5444,0.02523759,4.0712256,-0.13500857,0.5065023549316383,-0.27710843373493965
SPLUS-n01s22_000006905,5624.5,4.41,0.240556,0.008,-0.22501618239355548,5485.546,0.24120384,4.0994167,-0.33726224,0.38846083497187806,0.2168674698795181
SPLUS-n02n19_000006709,6620.33,4.209,-0.031635,-0.689,0.6702567606444187,6576.6694,0.1811062,4.108514,-0.8649966,0.616141570259271,-0.12908777969018992
SPLUS-n02n44_000008572,6139.01,4.292,-0.167075,-0.089,0.23753955696202578,6147.8276,0.020752862,4.1344447,-0.16072938,0.5060953861630619,0.013769363166953319
SPLUS-n02s27_000007335,5265.79,4.432,0.140838,0.154,-0.5475043153049484,5412.2197,0.09424076,4.257703,0.28192383,0.3064474827381224,0.2547332185886404
SPLUS-s02s08_000008164,6056.61,4.41,0.023442,-0.364,0.16346015535097802,5726.671,0.2877004,4.0864377,-0.8774247,0.48725593305592385,0.2168674698795181
SPLUS-n02n23_000001987,5966.62,4.251,-0.109754,-0.475,0.08255717779056404,5945.538,0.1690877,4.1717086,-0.74026597,0.4666811468288445,-0.056798623063682996
SPLUS-n02s20_000009126,5446.47,4.329,0.157261,-0.628,-0.38506904487917115,5668.5645,0.23946184,4.3153863,-0.28914353,0.34775709909003616,0.07745266781411253
SPLUS-n02s22_000003452,6100.72,4.244,0.078223,-0.307,0.20311600978135846,5764.3394,0.18189172,4.1271367,-0.0053148717,0.4973409849558737,-0.06884681583476837
SPLUS-s02s09_000013994,5077.69,3.822,0.181407,-0.117,-0.7166103279631768,5172.2593,0.14753944,4.040794,-0.08836296,0.2634414010700076,-0.7951807228915664
SPLUS-n05s02_000004744,5622.8,4.363,0.077007,0.044,-0.22654451956271515,5677.795,0.10598737,4.1939282,0.06065721,0.38807215693447356,0.13597246127366613
SPLUS-n01s38_000004468,6129.04,4.133,0.150131,-0.368,0.22857630897583459,6180.855,0.020104187,4.0909595,-0.34921047,0.503815903790754,-0.2598967297762478
SPLUS-s02s17_000006972,5507.86,4.37,0.122258,0.157,-0.32987809263521317,5465.8423,0.15687078,4.474277,-0.0068073533,0.3617929489231331,0.14802065404475062
SPLUS-n01s21_000009287,6026.32,4.379,0.107416,-0.349,0.13622878308400477,5977.757,0.114700824,4.21446,-0.43689775,0.4803306049659335,0.16351118760757188
SPLUS-n02s23_000021854,5410.1,4.466,0.11402,0.206,-0.4177664700805517,5551.8276,0.26656458,4.33329,-0.39094597,0.3394416754309755,0.3132530120481931
SPLUS-s02s10_000005262,5586.06,4.045,0.08588,0.228,-0.2595745828538547,5535.8086,0.1270897,4.170444,0.16727051,0.37967213864374233,-0.41135972461273695
SPLUS-n03s20_000009198,5561.61,4.142,0.484798,-0.441,-0.28155566743383176,5696.9453,0.3183577,4.219419,-0.40207818,0.37408203392930633,-0.24440619621342474
SPLUS-s03s01_000022738,6309.71,4.262,-0.004661,-0.141,0.3910025891829694,6226.9907,0.06437595,4.181369,-0.1929383,0.5451232338012713,-0.03786574870912318
SPLUS-n03s26_000008833,5315.22,4.554,0.196659,-0.17,-0.5030656645569618,5382.51,0.21028714,4.511964,-0.19108114,0.3177488682610088,0.4647160068846814
SPLUS-n02n18_000006272,5598.51,4.661,0.191476,-0.038,-0.24838176064441875,5517.0806,0.25119975,4.3608174,-0.18387988,0.3825186336823815,0.6488812392426837
SPLUS-n03s26_000010121,5360.13,4.396,0.428394,-0.453,-0.4626905926352123,5468.5474,0.30291194,4.452966,-0.35136613,0.32801682747267835,0.19277108433734913
SPLUS-n02s22_000003150,6107.98,3.997,0.002008,-0.803,0.20964290851553535,6048.4106,0.07599554,4.134134,-0.5838724,0.49900086880973066,-0.49397590361445776
SPLUS-n01s21_000009114,5657.32,4.112,0.176517,-0.238,-0.1955102848101271,5689.548,0.234886,4.131698,-0.2709457,0.395964607435182,-0.29604130808950124
SPLUS-n01s38_000003731,5432.8,4.368,0.382702,-0.796,-0.39735867376294554,5593.9614,0.3362984,4.338919,-0.44365105,0.3446316704010244,0.14457831325301207
SPLUS-n05n53_000003607,5685.94,4.296,0.243,0.175,-0.16978027905638715,5617.2544,0.10073784,4.1854706,0.18458313,0.4025081165119574,0.020654044750430423
SPLUS-n02n23_000016241,5842.7,4.082,0.050038,-0.354,-0.028849611622554505,5883.559,0.18119939,4.1305075,-0.5282596,0.43834880424344963,-0.34767641996557686
SPLUS-n03s21_000001083,5805.68,4.228,0.245415,-0.524,-0.06213140103567305,5936.279,0.08699502,4.221189,-0.61659974,0.4298847683936165,-0.09638554216867501
SPLUS-s02s02_000000717,5744.46,4.265,0.054078,-0.054,-0.11716951956271515,5691.433,0.24597515,4.225876,-0.22379881,0.41588778636426005,-0.0327022375215158
SPLUS-n07s38_000004498,5770.67,4.13,0.241609,-0.411,-0.09360615650172566,5873.728,0.089408934,4.047294,-0.29335567,0.42188028716447945,-0.26506024096385605
SPLUS-n04s01_000005808,5617.58,3.968,0.208223,-0.02,-0.2312374136939006,5669.736,0.15759473,4.1189837,-0.05788506,0.3868786867255019,-0.5438898450946645
SPLUS-n02n18_000000991,5547.03,4.312,0.338089,-0.544,-0.2946634062140392,5672.5015,0.32288027,4.263454,-0.4786165,0.3707485481732132,0.04819277108433795
SPLUS-n05n54_000015007,5893.42,4.455,0.050063,0.008,0.016748777330264808,5724.1,0.18594714,4.269495,-0.2894247,0.44994512780648405,0.2943201376936315
SPLUS-n02s18_000003931,6174.36,4.315,-0.055505,-0.369,0.26931997986191014,6139.8286,0.04026445,4.176247,-0.36820325,0.5141776029996799,0.05335628227194533
SPLUS-n03s43_000007412,5195.2,4.221,0.352327,-0.776,-0.6109662686996549,5423.35,0.34239793,4.4294505,-0.50314826,0.29030819882024783,-0.1084337349397595
SPLUS-s02s13_000009507,5476.32,3.971,0.062363,0.158,-0.35823324223245123,5304.8076,0.16248967,4.249722,-0.19576988,0.3545818281585806,-0.5387263339070572
SPLUS-n03s21_000011804,4891.22,4.602,0.141487,0.003,-0.8842509349827381,5069.7485,0.10323145,4.62524,-0.009896055,0.22080799304952234,0.5473321858864031
SPLUS-n02s44_000001039,6142.3,4.196,-0.064516,-0.491,0.24049733889528202,6256.3896,0.022060454,4.135767,-0.43265787,0.5068475924825094,-0.15146299483648917
SPLUS-n05n54_000003203,5748.71,4.051,0.180847,-0.416,-0.11334867663981552,5783.6406,0.20730166,4.1202807,-0.4473413,0.4168594814577713,-0.4010327022375213
SPLUS-n02s24_000003608,5842.41,4.19,0.331149,-0.842,-0.02911032796317592,5890.081,0.21181373,4.1412287,-0.81520504,0.4382825003429512,-0.16179001721170394
SPLUS-n02s22_000004055,5112.45,4.645,0.05743,0.264,-0.6853603279631759,5102.314,0.11259898,4.618596,0.015137114,0.2713887237642325,0.6213425129087771
SPLUS-n03s26_000005113,5653.11,4.134,0.357016,-0.276,-0.19929516685845794,5671.0254,0.30388248,4.25155,-0.36677632,0.3950020577072568,-0.25817555938037806
SPLUS-n03s19_000006826,6094.72,4.265,0.051707,0.007,0.19772187859608792,5979.183,0.037939828,4.1321507,-0.16796267,0.4959691801179753,-0.0327022375215158
SPLUS-n02n22_000006814,5888.05,4.066,-0.014158,-0.785,0.011921029919448323,5899.705,0.1564728,4.108908,-0.64775705,0.44871736247656513,-0.3752151462994844
SPLUS-s02s09_000007587,5784.32,4.014,-0.00733,0.044,-0.08133450805523612,5730.06,0.108355656,4.053757,-0.022000566,0.42500114317069815,-0.4647160068846814
SPLUS-n02s20_000003648,5501.24,3.759,0.289216,-0.843,-0.33582961737629446,5982.2144,0.24771641,4.152572,-0.62992054,0.36027939091865196,-0.9036144578313259
SPLUS-s03s04_000009488,6010.09,4.128,0.145309,-0.907,0.12163765822784889,5834.7573,0.21415418,4.1081405,-0.9659949,0.4766198728794185,-0.2685025817555937
SPLUS-n03s21_000019982,5342.31,3.808,0.518119,-0.651,-0.4787111622554656,5507.8164,0.3500003,4.2181087,-0.53330445,0.32394256710412006,-0.8192771084337354
SPLUS-s02s03_000011199,5719.93,4.178,-0.019463,0.264,-0.13922252589182893,6010.4907,0.036457583,4.081379,0.06361247,0.4102793909186521,-0.18244406196213436
SPLUS-n02n23_000018293,5851.26,4.39,0.076203,-0.198,-0.021153984464901576,5802.6235,0.2271448,4.177979,-0.34944245,0.4403059124788514,0.18244406196213347
SPLUS-n02n18_000001879,5314.58,3.811,0.153156,-0.01,-0.5036410385500574,5435.1284,0.19389708,4.34449,-0.11842083,0.31760254241163294,-0.8141135972461271
SPLUS-s02s03_000022980,5689.54,4.135,0.3454,-0.32,-0.16654380034522465,5728.0864,0.2405517,4.082043,-0.34554425,0.40333119941469653,-0.2564543889845101
SPLUS-n02n28_000005653,5728.34,4.491,0.167898,-0.149,-0.1316617520138088,5692.297,0.19068356,4.285341,-0.20174903,0.4122022040331062,0.3562822719449219
SPLUS-n01s38_000002550,6205.36,4.13,0.147825,-1.184,0.2971896576524742,6257.7964,0.10739789,4.0832043,-1.3867639,0.5212652613288216,-0.26506024096385605
SPLUS-n02s26_000003922,5723.32,4.219,0.360912,-0.261,-0.136174841772152,5757.676,0.17691071,4.2458754,-0.15272743,0.4110544606520645,-0.11187607573149716
SPLUS-s02s22_000007343,6395.31,4.184,0.058543,-0.349,0.4679588607594942,6298.73,0.019695032,4.105734,-0.38996175,0.5646943161552884,-0.1721170395869187
SPLUS-n02s22_000013854,5212.37,4.698,0.356972,-0.285,-0.5955300632911396,6243.517,0.13493827,4.1937194,-0.27271402,0.2942338469980337,0.7125645438898456
SPLUS-n02n26_000005408,5172.47,4.468,0.061814,0.149,-0.6314010356731874,5205.236,0.09789247,4.6059628,0.03960859,0.2851113448260094,0.3166953528399308
SPLUS-n02s21_000007876,5706.42,4.319,0.293662,-0.214,-0.15136831127732986,5706.5723,0.2428035,4.2589145,-0.28773397,0.40719054369198415,0.06024096385542155
SPLUS-s02s11_000011710,6072.22,4.318,0.004085,-0.577,0.17749388665132404,5991.9424,0.15702125,4.056408,-0.6849867,0.49082491197585637,0.05851979345955183
SPLUS-n04s01_000010627,5808.86,4.12,-0.00031,0.037,-0.05927251150747992,5753.162,0.105567366,4.034514,-0.18197256,0.4306118249577026,-0.28227194492254704
SPLUS-n03s24_000010443,5915.74,4.137,0.065004,-0.083,0.036814945339470384,5844.952,0.12475361,4.098987,-0.31686458,0.455048241803466,-0.25301204819277245
SPLUS-n02s27_000004312,5460.69,4.464,0.13753,-0.097,-0.3722849539700812,5501.0474,0.17776796,4.4491234,-0.16002026,0.3510082765558551,0.30981067125645456
SPLUS-s02s13_000005581,5208.07,4.597,0.023104,0.111,-0.5993958573072495,5161.943,0.116736256,4.6176248,-0.010561287,0.29325072019753995,0.5387263339070572
SPLUS-n01s20_000007736,5396.36,4.599,0.110857,0.116,-0.43011903049482214,5270.2017,0.15867896,4.360006,0.04688386,0.33630024235218786,0.5421686746987948
SPLUS-n01s28_000000129,5353.2,3.889,0.009814,0.235,-0.4689208141542007,5437.322,0.112906836,4.0595036,0.2286754,0.32643239288490544,-0.6798623063683307
SPLUS-n04s02_000007301,5616.73,3.913,0.070461,-0.021,-0.2320015822784809,5698.231,0.10058821,4.003325,-0.010140043,0.3866843477067996,-0.6385542168674698
SPLUS-n03s28_000005768,5772.42,4.29,0.082387,-0.039,-0.09203286823935564,5715.782,0.24856775,4.1732345,-0.22078782,0.4222803969088664,0.010327022375214767
SPLUS-s02s13_000005694,5952.78,4.115,0.08402,-0.473,0.07011471518987378,5796.7163,0.20155089,4.0667105,-0.5622265,0.46351685033609225,-0.29087779690189297
SPLUS-s02s15_000003684,6133.25,4.039,-0.002163,-0.628,0.2323611910241663,6123.526,0.022607988,4.0472426,-0.6119924,0.5047784535186794,-0.4216867469879526
SPLUS-n03s19_000006303,5934.54,4.266,0.066493,-0.671,0.05371655638665107,5890.5366,0.16476543,4.131164,-0.6493096,0.45934656362888093,-0.030981067125646078
SPLUS-n02s22_000002517,5819.24,4.184,0.261877,-0.557,-0.04994066455696178,5781.2163,0.24400951,4.220169,-0.5310269,0.43298504732726695,-0.1721170395869187
SPLUS-n02s28_000004899,5950.04,4.198,0.23947,-0.95,0.06765139528193309,5907.7134,0.17964794,4.1451125,-0.98664194,0.46289039279345184,-0.14802065404474973
SPLUS-n02n26_000006549,5561.84,4.593,0.380569,-0.961,-0.2813488924050631,5458.51,0.3810876,4.342568,-1.0718702,0.37413461978142576,0.5318416523235792
SPLUS-s02s04_000008206,5772.28,3.971,0.204218,-0.644,-0.09215873130034513,5729.078,0.31057897,4.027319,-0.7034565,0.4222483881293154,-0.5387263339070572
SPLUS-n02n22_000005695,5810.24,4.239,0.335283,-0.672,-0.05803186133486804,5832.703,0.12578645,4.1364245,-0.4658427,0.43092734007041916,-0.0774526678141143
SPLUS-n05s01_000028972,5974.63,4.352,-0.108347,0.162,0.08975834292290052,5839.6167,0.04384418,4.117684,0.016973458,0.46851250628743896,0.11703958691910543
SPLUS-n02s28_000010877,5475.99,4.565,0.188756,0.144,-0.35852991944764145,5435.3086,0.15352273,4.4731593,0.062281072,0.3545063788924961,0.483648881239243
SPLUS-s02s07_000010170,5603.82,4.0,0.252388,-0.869,-0.24360795454545503,5563.3286,0.24400537,4.1414514,-0.5776793,0.3837326809639214,-0.4888123924268504
SPLUS-n01s38_000002752,6790.78,4.156,0.047794,-0.364,0.8234950373993097,6744.679,0.17527264,4.1405377,-0.5686509,0.655112259362568,-0.22030981067125754
SPLUS-n04s42_000004839,5923.92,4.23,0.182201,-0.863,0.04416894418872275,6227.5586,0.11834971,4.1535625,-0.46396318,0.45691846906580086,-0.09294320137693557
SPLUS-n03s25_000007912,5290.43,4.493,0.041007,0.179,-0.5253524165707706,5359.7056,0.1013824,4.4700303,0.24585202,0.312081027939092,0.35972461273666134
SPLUS-s02s10_000003114,5578.32,4.43,0.122849,-0.404,-0.26653301208285374,5501.882,0.34312588,4.381746,-0.56448656,0.37790251040285333,0.25129087779690096
SPLUS-n02n21_000005316,6107.16,4.15,-0.066115,-0.188,0.20890571058688145,6072.319,0.028088573,4.144301,-0.2401619,0.4988133888152178,-0.23063683304647142
SPLUS-n02n20_000007680,5727.55,3.995,0.235627,-0.686,-0.13237197928653632,5912.6035,0.12366388,4.072839,-0.39626595,0.41202158306278286,-0.4974182444061963
SPLUS-s02s23_000003454,6187.49,4.197,0.034615,-0.547,0.2811241369390105,6176.6343,0.022243306,4.1460533,-0.30879977,0.5171795692532809,-0.14974182444061945
SPLUS-n02s18_000002015,5684.05,4.368,0.165176,-0.429,-0.17147943037974667,5647.8223,0.2914077,4.302154,-0.4185318,0.4020759979880196,0.14457831325301207
SPLUS-s02s01_000009245,6180.86,4.236,-0.057694,0.052,0.2751636219792868,6006.2207,0.022531051,4.110709,-0.06573429,0.5156637249074032,-0.08261617900172169
SPLUS-n03s27_000001085,5404.83,4.447,0.398023,-0.578,-0.42250431530494836,5560.732,0.25797322,4.483835,-0.40888175,0.3382367735150212,0.2805507745266782
SPLUS-n02n26_000004710,5535.81,3.989,0.233813,-0.588,-0.3047504315304943,5637.374,0.2831174,4.1700354,-0.38057345,0.36818327312634336,-0.507745266781412
SPLUS-s03s03_000005277,5685.86,3.941,0.324808,-0.459,-0.16985220080552388,5709.6772,0.31245962,4.157807,-0.5569361,0.40248982578078546,-0.5903614457831328
SPLUS-n03s19_000004606,6046.18,3.891,0.123365,-2.113,0.15408335730725042,6131.763,0.18855973,4.036089,-1.8437377,0.4848712789793773,-0.6764199655765921
SPLUS-n03s43_000006730,6052.58,4.011,-0.023616,-0.507,0.1598370972382046,6074.7837,0.044393376,4.104796,-0.5825694,0.4863345374731354,-0.4698795180722888
SPLUS-n02n22_000009715,5451.55,4.359,0.236491,-0.121,-0.3805020138089752,5496.1494,0.21082939,4.4271884,-0.19619101,0.3489185605194569,0.12908777969018903
SPLUS-n01s28_000003391,5687.67,4.206,0.378357,-0.663,-0.1682249712313002,5721.3384,0.32667714,4.243065,-0.5987876,0.4029036535735516,-0.13425129087779641
SPLUS-n02n27_000006361,5435.86,4.583,0.369532,-0.473,-0.39460766685845794,5431.605,0.34039992,4.4485784,-0.6251035,0.34533129086835246,0.5146299483648882
SPLUS-n02n23_000010284,5490.62,4.319,0.304007,-0.459,-0.3453772295742228,5596.5854,0.3344987,4.3444705,-0.45323357,0.3578512963555719,0.06024096385542155
SPLUS-n02s20_000005082,5626.88,4.464,0.047799,0.098,-0.2228765103567314,5553.36,0.16709839,4.3371925,-0.10372447,0.38900498422424445,0.30981067125645456
SPLUS-n01s01_000001850,5626.93,4.328,0.056479,0.02,-0.22283155926352105,5572.4497,0.26823407,4.3422217,-0.18981397,0.3890164159312269,0.07573149741824459
SPLUS-n06s40_000000378,5846.15,4.19,0.398197,-0.734,-0.02574798619102392,5893.2217,0.21092834,4.1323524,-0.6317702,0.4391375920252412,-0.16179001721170394
SPLUS-n04s02_000011066,5658.16,3.716,0.02086,-0.288,-0.19475510644418836,5752.2144,0.15273698,4.035693,-0.23182195,0.39615666011248807,-0.9776247848536999
SPLUS-s03s01_000033023,5792.59,4.651,0.065862,0.112,-0.0738995972382046,5476.414,0.1686941,4.480127,-0.16307166,0.42689194750560155,0.6316695352839918
SPLUS-s02s17_000005817,5655.33,4.28,0.247422,-0.245,-0.1972993383199082,5539.398,0.27888468,4.3125596,-0.33630845,0.39550962549727914,-0.006884681583476215
SPLUS-n04s44_000006163,5921.56,4.077,-0.085112,0.098,0.042047252589183515,5874.4575,0.03111303,4.1193323,0.043793373,0.45637889249622765,-0.3562822719449228
SPLUS-n04n01_000008389,5305.76,4.381,0.430024,-0.421,-0.5115704113924044,5379.719,0.23532662,4.4922256,-0.25161222,0.31558598929992243,0.16695352839931132
SPLUS-n03s24_000005449,5800.92,4.387,0.280169,-0.272,-0.06641074510932121,5700.4214,0.3257752,4.243339,-0.48276773,0.4287964698888837,0.1772805507745252
SPLUS-n02s19_000000969,6065.72,4.475,0.034546,-0.069,0.1716502445339474,5918.825,0.112671696,4.2230115,-0.33888802,0.489338790068133,0.3287435456110144
SPLUS-n03s28_000009518,5660.18,3.837,0.221548,-0.52,-0.1929390822784809,5790.7837,0.22406931,4.096112,-0.39764273,0.39661850107458047,-0.7693631669535277
SPLUS-n01s27_000007055,5361.5,4.633,0.132707,0.078,-0.46145893268124283,5394.057,0.12865973,4.4974046,0.15830475,0.32833005624399836,0.6006884681583475
SPLUS-n02n25_000006223,5540.7,3.816,0.112327,-0.266,-0.30035421461449907,5666.2354,0.2825452,4.0305614,-0.3316078,0.36930129406923046,-0.805507745266782
SPLUS-s02s20_000004733,5958.62,3.977,0.051937,-1.08,0.07536500287686998,5920.984,0.15930124,4.029433,-1.0932161,0.46485207371164655,-0.5283993115318424
SPLUS-n03s23_000012761,5242.79,4.399,0.097856,0.415,-0.5681818181818183,5293.81,0.08390204,4.326326,0.3379338,0.30118889752617856,0.1979345955249565
SPLUS-s02s13_000007540,5629.37,4.157,0.371036,-0.535,-0.2206379459148442,5682.9556,0.3134166,4.143528,-0.526627,0.3895742832319723,-0.21858864027538782
SPLUS-n02n25_000001163,5857.44,4.364,0.145183,-0.426,-0.015598029344073616,5778.4146,0.28496072,4.1871085,-0.50015926,0.44171887146188665,0.13769363166953497
SPLUS-n02s44_000005681,5642.93,4.562,0.17974,-0.047,-0.20844720943613293,5587.299,0.121773,4.2838044,-0.07148663,0.3926745621656227,0.4784853700516347
SPLUS-n02n26_000003911,6096.5,4.261,-0.164865,-0.644,0.19932213751438432,5951.242,0.122938074,4.1687584,-0.55152524,0.4963761488865517,-0.039586919104991125
SPLUS-n04s41_000010699,5845.51,4.229,0.23896,-0.62,-0.026323360184119515,5897.1978,0.16761148,4.167566,-0.5938094,0.43899126617586537,-0.09466437177280529
SPLUS-n02n21_000009642,5644.66,4.345,0.218948,-0.183,-0.20689190161104687,5701.0156,0.26473543,4.2802253,-0.31754866,0.39307009922721664,0.10499139414802006
SPLUS-s02s02_000005284,5427.66,3.868,0.311902,-0.787,-0.40197964614499426,5654.921,0.33695218,4.062695,-0.47241428,0.3434564909232246,-0.7160068846815841
SPLUS-n05n55_000004635,5832.6,4.218,0.024724,0.083,-0.03792973245109277,5810.0283,0.083844334,4.197168,-0.035919957,0.4360395994329874,-0.11359724612736688
SPLUS-n02n26_000007249,6157.13,4.229,-0.198649,0.121,0.25382983314154206,6030.8325,0.022293773,4.1571565,0.035055213,0.510238236773515,-0.09466437177280529
SPLUS-n01s18_000006584,5326.41,4.573,0.103877,-0.036,-0.49300560989643305,5612.7544,0.09464116,4.038535,0.0059245005,0.32030728428368915,0.4974182444061963
SPLUS-n02n27_000009954,5474.43,4.564,0.129823,0.019,-0.35993239355581075,5513.5684,0.16297238,4.368181,-0.0075510144,0.35414970963464276,0.48192771084337327
SPLUS-s02s10_000006513,5899.2,4.157,0.07827,-0.186,0.021945123705408243,5808.685,0.100623615,4.0944033,-0.15936121,0.4512666331336594,-0.21858864027538782
SPLUS-n01s24_000007541,5590.2,4.204,0.239132,-0.185,-0.2558526323360182,5655.426,0.18347889,4.22131,-0.17887846,0.3806186839818922,-0.13769363166953585
SPLUS-n01s37_000004051,5770.22,4.216,0.392654,-0.42,-0.09401071634062141,5866.0996,0.114327155,4.139104,-0.32134184,0.421777401801637,-0.11703958691910454
SPLUS-n03s18_000006614,5525.25,4.195,0.433715,-0.899,-0.31424410241657075,5648.8877,0.3466884,4.2194304,-0.62044054,0.365768896611642,-0.153184165232358
SPLUS-n02s38_000010656,5550.44,4.219,0.115948,-0.348,-0.2915977416570774,5632.3647,0.32709637,4.287277,-0.48301843,0.3715281905894187,-0.11187607573149716
SPLUS-s02s23_000005489,5445.82,4.57,0.121834,0.036,-0.38565340909090917,5375.4272,0.19810319,4.479866,-0.16787171,0.34760848689926377,0.4922547332185889
SPLUS-n02n23_000017903,5379.88,4.576,0.331221,-0.118,-0.4449349108170306,5392.3257,0.183441,4.5294275,-0.14959846,0.3325323517307605,0.5025817555938028
SPLUS-n02s18_000004664,5792.57,4.292,0.086016,-0.155,-0.07391757767548945,5789.458,0.18017188,4.2424016,-0.24393427,0.4268873748228084,0.013769363166953319
