Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n02s23_000009876,5394.91,4.452,0.212089,-0.148,-0.4314226121979283,5475.7725,0.21079603,4.4639974,-0.28977844,0.335968722849696,0.28915662650602325
SPLUS-n05s02_000012326,5863.04,4.322,0.164533,-0.47,-0.010563506904487596,5910.0293,0.110887125,4.1164126,-0.429418,0.4429992226439252,0.06540447504302893
SPLUS-n02s20_000012553,5438.39,4.481,0.124928,-0.007,-0.39233314154200194,5429.8984,0.2653077,4.464418,-0.15177116,0.34590973524166635,0.33907056798623003
SPLUS-s02s03_000020989,5280.53,4.531,0.210287,-0.163,-0.5342527330264675,5283.358,0.15666416,4.5678663,-0.10138923,0.3098175499565594,0.4251290877796894
SPLUS-n04s42_000000416,5690.28,4.138,0.326176,-0.624,-0.16587852416570747,5807.191,0.24194254,4.2460065,-0.38016668,0.40350038867803745,-0.25129087779690185
SPLUS-n02s22_000003166,5223.64,4.606,0.271384,-0.398,-0.5853980868814723,5326.778,0.25193855,4.534714,-0.2571448,0.29681055375188636,0.5542168674698784
SPLUS-n03s44_000002963,5494.33,4.383,0.197612,-0.066,-0.34204185845799806,5928.125,0.1484568,4.2103457,-0.43127492,0.3586995290136722,0.17039586919104988
SPLUS-n01s37_000004158,5914.47,4.225,0.174859,-0.569,0.035673187571922504,6160.545,0.021493526,4.113191,-0.3740066,0.4547578764461111,-0.10154905335628328
SPLUS-s02s12_000002811,5613.8,4.215,0.318195,-0.232,-0.23463571634062141,5595.8096,0.27976248,4.3292074,-0.30583605,0.3860144496776258,-0.11876075731497426
SPLUS-n01s37_000001033,5910.56,4.361,0.3293,-0.954,0.032158012082854626,5905.022,0.21724986,4.1697135,-0.70381016,0.4538639169600806,0.1325301204819267
SPLUS-n04s01_000011111,5695.88,3.791,-0.002773,-0.091,-0.16084400172612145,5710.3438,0.16532065,4.027258,-0.10378332,0.404780739860076,-0.8485370051635117
SPLUS-n04n01_000006302,5572.99,4.148,0.384412,-0.387,-0.2713247986191023,5621.1836,0.2678228,4.2422996,-0.36194104,0.37668389043852024,-0.23407917383821086
SPLUS-n03s27_000008225,5767.31,4.061,0.100907,-0.117,-0.09662686996547709,5794.1387,0.07948578,4.0349455,-0.1913363,0.4211120764552564,-0.38382099827882943
SPLUS-n03s26_000004319,5659.6,4.123,0.346775,-0.353,-0.19346051495972372,5714.012,0.20188065,4.2591805,-0.27275985,0.3964858932735836,-0.27710843373493965
SPLUS-s02s09_000013897,5755.11,4.437,0.122317,-0.052,-0.10759493670886044,5589.341,0.23218112,4.2586617,-0.26934063,0.4183227399515296,0.26333907056798633
SPLUS-n03s27_000012221,5738.49,4.017,0.261623,-0.621,-0.1225366800920602,5963.416,0.114349596,4.128209,-0.39241335,0.4145228405505509,-0.4595524956970731
SPLUS-s02s03_000025636,6216.83,4.154,0.118546,-0.837,0.3075014384349828,6357.8135,0.1196294,4.140532,-0.48708916,0.5238876949106039,-0.2237521514629952
SPLUS-n03s19_000004020,5556.67,3.976,0.318845,-0.425,-0.28599683544303733,5642.5186,0.32438582,4.0542254,-0.51528245,0.37295258127943676,-0.5301204819277112
SPLUS-n02s24_000002901,5790.73,4.1,-0.088611,0.211,-0.07557177790563863,5798.8105,0.04553835,4.1266465,0.0823833,0.426466688005853,-0.31669535283993167
SPLUS-n05s02_000005121,5574.98,4.299,0.318674,-0.191,-0.2695357451093212,5649.7075,0.193906,4.125974,-0.1159622,0.3771388723764232,0.025817555938037806
SPLUS-n02n27_000001147,5557.36,3.897,0.272184,-0.545,-0.2853765103567323,5668.2524,0.108320035,4.203234,-0.30521807,0.3731103388357948,-0.6660929432013774
SPLUS-n06s42_000015177,6108.31,4.345,-0.03428,-0.262,0.20993958573072558,5897.4443,0.13963717,4.1986046,-0.45180026,0.4990763180758152,0.10499139414802006
SPLUS-n07s39_000009109,6472.83,4.242,0.184092,-0.526,0.5376510356731874,6458.643,0.045254868,4.094345,-0.46932432,0.5824180346609354,-0.07228915662650603
SPLUS-n02n22_000008585,5807.33,4.159,0.05473,-0.733,-0.06064801495972372,5852.06,0.19604336,4.1148205,-0.63209134,0.4302620147240386,-0.21514629948364927
SPLUS-n03s19_000003986,5490.68,4.585,0.108232,0.203,-0.34532328826237,5461.6616,0.14117575,4.479547,0.09900723,0.3578650144039509,0.5180722891566258
SPLUS-n01s28_000006868,5972.24,4.123,0.088688,-0.702,0.08760968066743402,5913.3535,0.15754406,4.0525265,-0.7824585,0.46796607069367596,-0.27710843373493965
SPLUS-n02s18_000002720,5460.11,4.443,0.432728,-0.517,-0.37280638665132315,5503.8545,0.35996586,4.3920646,-0.63148814,0.3508756687548585,0.2736660929432002
SPLUS-n01s37_000001602,5315.06,4.642,0.149181,-0.073,-0.5032095080552352,5376.33,0.14427228,4.534515,0.014942255,0.3177122867986649,0.6161790017211706
SPLUS-n03n01_000008352,5955.94,4.299,0.093492,-0.147,0.07295562428078206,5801.353,0.19745097,4.212428,-0.35201922,0.46423933421738517,0.025817555938037806
SPLUS-n01s25_000005098,6040.31,4.331,0.023794,-0.084,0.14880609896432784,5915.645,0.08552875,4.181306,-0.24229792,0.48352919657963345,0.08089500860585197
SPLUS-n01s25_000006400,6269.95,4.268,0.074098,-0.816,0.35525747986191014,6174.6514,0.075111516,4.1141505,-1.1891633,0.5360327404087978,-0.027538726333907526
SPLUS-n04s44_000007258,6322.49,4.019,-0.112374,-0.121,0.40249208860759467,6252.7275,0.019118387,4.1153555,-0.24627674,0.5480451781059946,-0.45611015490533546
SPLUS-n05n53_000004057,5227.95,4.489,0.158787,0.156,-0.5815233026467208,5267.967,0.12934525,4.528037,0.11268366,0.2977959668937764,0.35283993115318335
SPLUS-n05n55_000002862,5531.61,4.192,0.338114,-0.17,-0.3085263233601845,5566.532,0.2157969,4.3526063,-0.14372045,0.36722300973981425,-0.1583476764199654
SPLUS-n01s01_000008814,5617.76,4.472,0.105618,-0.449,-0.2310755897583423,5661.681,0.29375303,4.2470126,-0.4095506,0.3869198408706389,0.3235800344234079
SPLUS-s02s09_000011105,5389.23,4.401,0.05934,0.359,-0.43652905638665196,5262.958,0.12402671,3.89867,0.16596091,0.33467008093648526,0.20137693631669507
SPLUS-n03s44_000002032,5865.65,4.196,0.41811,-0.71,-0.008217059838895757,6142.664,0.17891397,4.2116523,-1.2302425,0.4435959577484108,-0.15146299483648917
SPLUS-n01s37_000000908,5690.24,4.244,0.059274,-0.056,-0.16591448504027628,5719.576,0.17378189,4.258951,-0.12468462,0.40349124331245134,-0.06884681583476837
SPLUS-n01s01_000007736,5918.91,4.298,0.064732,-0.052,0.03966484464902198,5818.974,0.1093208,4.1310987,-0.18000942,0.4557730120261557,0.024096385542168086
SPLUS-n01s21_000009564,5460.65,4.212,0.332902,-1.094,-0.37232091484464913,5583.7646,0.35309565,4.2862782,-1.0904695,0.35099913119026926,-0.12392426850258254
SPLUS-n02n25_000002411,5292.87,4.56,0.420324,-0.73,-0.5231588032220946,5398.361,0.35367,4.4643464,-0.575831,0.3126388952398371,0.4750430292598953
SPLUS-s02s08_000005285,5497.87,3.819,0.095422,-0.358,-0.3388593210586883,5472.2163,0.24366193,4.0183916,-0.30067506,0.3595088938680323,-0.8003442340791738
SPLUS-n03s20_000004326,5631.75,4.21,0.200754,-0.075,-0.21849827387802012,5697.213,0.17710279,4.1696806,-0.071731396,0.3901184324843387,-0.1273666092943202
SPLUS-n03s24_000006770,6063.3,4.002,0.003642,-1.118,0.1694746116225554,6045.3,0.116440065,4.073136,-1.1540962,0.48878549545018074,-0.4853700516351127
SPLUS-s02s04_000006301,5705.04,4.387,0.354728,-0.462,-0.15260896144994263,5509.0747,0.24230468,4.266893,-0.5658304,0.4068750285792674,0.1772805507745252
SPLUS-s02s09_000000956,6168.33,4.132,-0.02786,-0.499,0.2638988780207141,5889.727,0.07452792,4.1050825,-0.6473811,0.5127989391375921,-0.2616179001721175
SPLUS-s02s02_000003155,6022.9,4.171,0.055099,-0.247,0.13315412830840057,6002.452,0.04682316,4.154244,-0.19947794,0.4795486762083314,-0.19449225473321796
SPLUS-n02s37_000009468,5696.36,4.358,0.535473,-0.537,-0.1604124712313002,5717.071,0.3009982,4.215223,-0.5251294,0.4048904842471078,0.1273666092943193
SPLUS-n04s41_000014366,5909.04,4.261,0.071838,-0.195,0.030791498849252363,5888.684,0.10581214,4.1838207,-0.2504607,0.45351639306781294,-0.039586919104991125
SPLUS-n04s44_000006471,5714.27,4.264,0.382166,-0.359,-0.14431098964326772,5733.8813,0.19889686,4.041238,-0.26134306,0.40898532168823454,-0.03442340791738374
SPLUS-n04s02_000004364,5665.89,4.363,0.133242,-0.054,-0.18780566743383176,5723.3403,0.16671269,4.220848,-0.1862084,0.39792400201198047,0.13597246127366613
SPLUS-n03s19_000004094,6528.75,4.252,0.204075,-0.834,0.5879243383199082,6353.9346,0.16890036,4.100041,-1.3313593,0.5952032557501485,-0.05507745266781505
SPLUS-n02n19_000007416,5838.05,4.282,0.085174,-0.509,-0.03303006329113867,5826.824,0.23710991,4.1386333,-0.6173,0.4372856554940785,-0.003442340791738552
SPLUS-n03s19_000001581,5876.13,3.904,0.18331,-0.946,0.0012046892980439594,5937.359,0.17016464,4.1172447,-0.7971006,0.4459920435319402,-0.6540447504302929
SPLUS-s02s12_000007180,5133.74,4.728,0.080158,-0.021,-0.666220152474108,5175.855,0.13015838,4.1443167,0.07531763,0.2762563445973753,0.7641996557659194
SPLUS-n04s01_000016799,5723.28,4.387,0.194466,0.175,-0.1362108026467208,5601.3853,0.21235165,4.2357016,-0.123460695,0.4110453152864784,0.1772805507745252
SPLUS-s02s23_000004181,5487.16,4.546,0.205571,-0.389,-0.3484878452243958,5472.2974,0.2996053,4.4180417,-0.505429,0.3570602222323837,0.4509466437177281
SPLUS-n05n54_000003567,5784.09,4.054,0.160428,-0.531,-0.08154128308400388,5808.6265,0.24184842,4.185532,-0.50630724,0.42494855731857895,-0.3958691910499139
SPLUS-n02s19_000002599,5792.53,4.202,0.278091,-0.615,-0.07395353855005737,5814.642,0.26556408,4.1524987,-0.52090365,0.42687822945722254,-0.1411359724612744
SPLUS-n03s43_000008652,5734.95,4.253,0.220364,-0.712,-0.12571921749136905,5752.792,0.27302292,4.0490465,-0.5492684,0.413713475696191,-0.05335628227194533
SPLUS-n01s27_000001461,5900.05,4.216,0.001673,0.062,0.022709292289988525,5781.5527,0.12375351,4.23412,-0.09731871,0.45146097215236175,-0.11703958691910454
SPLUS-n01s38_000003786,5745.51,4.245,0.337417,-0.562,-0.1162255466052935,5765.033,0.2870255,4.1377606,-0.47533175,0.4161278522108921,-0.06712564543889865
SPLUS-n02s28_000002549,5477.4,4.454,0.069834,0.173,-0.3572622986191023,5382.503,0.18221687,4.4393954,-0.017015465,0.35482875302940237,0.2925989672977618
SPLUS-n02s20_000011898,5560.26,4.257,0.073463,0.295,-0.28276934695051725,5472.4736,0.2295674,4.4593816,-0.04661016,0.3737733778407793,-0.04647160068846912
SPLUS-n01s23_000003695,5311.43,4.615,0.202766,-0.425,-0.5064729574223241,5367.337,0.329142,4.5170646,-0.36035153,0.31688234487173633,0.5697074010327023
SPLUS-n02s44_000004261,5670.66,3.856,-0.116591,-0.022,-0.18351733314154206,5703.4526,0.0830567,4.0533123,0.04969333,0.3990145868581096,-0.7366609294320137
SPLUS-s02s16_000007219,5773.36,4.506,0.264792,-0.262,-0.09118778768699709,5670.2266,0.22595705,4.330251,-0.2661462,0.422495313000137,0.3820998278829606
SPLUS-n02n20_000007304,5943.59,4.202,0.015259,-0.35,0.06185270425776768,5917.406,0.055594757,4.0935674,-0.19673112,0.46141570259271114,-0.1411359724612744
SPLUS-n04n01_000008056,5362.22,4.473,0.296898,-0.49,-0.4608116369390096,5644.058,0.08669939,4.060507,-0.60262793,0.3284946728245463,0.3253012048192767
SPLUS-n05n55_000008742,5757.87,3.956,0.23386,-0.605,-0.10511363636363669,5824.723,0.21828705,4.1240363,-0.50348145,0.41895377017696267,-0.564543889845095
SPLUS-n01s23_000005043,6156.96,4.005,-0.139945,-0.091,0.2536769994246262,5870.409,0.19696493,4.1053925,-0.54908806,0.5101993689697746,-0.48020654044750444
SPLUS-s03s04_000012786,5761.87,4.117,0.243299,-0.472,-0.10151754890678966,5652.331,0.21114068,4.1549883,-0.5777438,0.41986830673556164,-0.2874354561101553
SPLUS-n04s42_000001709,5587.27,3.961,0.193518,0.287,-0.2584867663981587,5621.991,0.05322402,4.0997314,0.26065144,0.3799487859527184,-0.555938037865749
SPLUS-n05s01_000013286,4947.04,3.718,0.103518,0.157,-0.8340675345224398,5145.477,0.074500315,3.8738883,0.25042975,0.23357035072477017,-0.9741824440619622
SPLUS-s02s12_000002496,5575.14,4.353,0.211132,-0.252,-0.26939190161104687,5537.5527,0.27894843,4.359666,-0.2925817,0.37717545383876727,0.11876075731497338
SPLUS-n03s24_000005031,5566.85,3.88,-0.208615,-0.042,-0.27684479286536234,5618.13,0.26935333,4.0192122,-0.20639053,0.3752800768210709,-0.6953528399311537
SPLUS-n04s43_000003556,5817.6,4.211,0.045574,-0.049,-0.05141506041426869,5835.0205,0.07537259,4.1650214,-0.08281998,0.43261008733824147,-0.12564543889845048
SPLUS-s02s09_000003923,5644.66,4.477,0.10712,0.153,-0.20689190161104687,5499.545,0.17053735,4.4275546,-0.07605727,0.39307009922721664,0.3321858864027538
SPLUS-n01s20_000003168,5908.16,4.255,0.122024,-0.562,0.030000359608745697,5961.131,0.26125056,4.0457544,-0.6534182,0.45331519502492107,-0.04991394148020678
SPLUS-n01s21_000000880,5843.49,3.941,0.058845,-0.544,-0.02813938434982699,5897.357,0.117729165,4.2077365,-0.32423356,0.43852942521377297,-0.5903614457831328
SPLUS-s03s03_000010892,5653.5,4.163,0.346873,-0.302,-0.19894454833141495,5600.8438,0.3341779,4.3132186,-0.5007397,0.39509122502172034,-0.20826161790017217
SPLUS-s02s12_000004431,6183.28,4.244,0.032643,-0.23,0.2773392548906788,5988.6177,0.06911547,4.0804553,-0.44078064,0.5162170195253555,-0.06884681583476837
SPLUS-n02n18_000001258,5912.42,4.174,0.167855,-0.49,0.03383019275028776,5867.15,0.20936628,4.2005615,-0.59944993,0.45428917645982897,-0.18932874354561058
SPLUS-s02s08_000004295,5695.78,4.305,0.198817,0.086,-0.16093390391254303,5494.5923,0.20381117,4.250505,-0.124631085,0.40475787644611094,0.03614457831325257
SPLUS-n01s26_000003345,5862.71,4.275,0.141257,-0.698,-0.010860184119677818,5805.6133,0.2691109,4.128817,-0.6597821,0.4429237733778407,-0.01549053356282215
SPLUS-n04s02_000006016,5768.63,4.127,0.331299,-0.591,-0.09544016110471798,5805.209,0.19970123,4.0280232,-0.88791937,0.4214138735195939,-0.27022375215146344
SPLUS-s02s02_000012930,5962.99,4.153,0.017333,-0.12,0.07929372842347515,5812.815,0.15471986,4.1018248,-0.2680352,0.4658512049019159,-0.22547332185886493
SPLUS-s02s10_000005960,6062.71,4.087,0.074967,-0.49,0.16894418872267014,6059.123,0.06423026,4.1258636,-0.36833385,0.4886506013077873,-0.3390705679862309
SPLUS-n02s37_000003256,5275.04,4.541,0.165233,-0.252,-0.5391883630609895,5300.741,0.32488772,4.5342593,-0.5135189,0.3085623485298825,0.44234079173838214
SPLUS-n05n50_000013966,5632.0,4.25,0.458687,-0.606,-0.21827351841196752,5693.9717,0.32311586,4.176648,-0.49930155,0.39017559101925103,-0.058519793459552716
SPLUS-n01s19_000012376,5898.89,4.129,0.025399,-0.268,0.021666426927503757,5829.302,0.03510366,4.058594,-0.5332258,0.45119575655036825,-0.2667814113597258
SPLUS-s02s05_000004643,5564.01,3.974,0.035451,0.162,-0.2793980149597237,5591.4863,0.12545304,4.197306,0.07482896,0.3746307558644657,-0.5335628227194489
SPLUS-n01s37_000007560,5433.97,4.814,0.144605,-0.029,-0.39630681818181746,5395.6875,0.17271955,4.499044,-0.07816762,0.34489917234441464,0.9122203098106709
SPLUS-n03s21_000007216,5397.37,4.578,0.102049,0.043,-0.4292110184119675,5406.738,0.16510744,4.491384,-0.07653494,0.3365311628332343,0.5060240963855422
SPLUS-s02s10_000013365,5494.7,4.318,0.134661,0.013,-0.34170922036823903,5185.7803,0.08910846,4.4768324,0.24615672,0.3587841236453428,0.05851979345955183
SPLUS-n03s43_000000941,6703.67,4.167,0.285116,-0.688,0.7451812428078259,6333.2593,0.22216816,4.071288,-0.56493306,0.6351959394576799,-0.20137693631669595
SPLUS-s02s21_000002682,5669.39,4.33,0.031987,-0.694,-0.18465909090909083,5778.6953,0.2483746,4.23511,-0.85644466,0.3987242215007545,0.07917383820998225
SPLUS-n04n01_000007792,5588.67,4.335,0.386083,-0.664,-0.257228135788262,5716.999,0.222186,4.2269692,-0.16830078,0.38026887374822815,0.08777969018932819
SPLUS-n02s37_000011865,5648.88,4.312,0.321821,-0.944,-0.20309802934407362,5673.326,0.35188103,4.236613,-1.0007391,0.39403493529653844,0.04819277108433795
SPLUS-n04n01_000006983,5644.56,3.876,0.150911,-0.284,-0.20698180379746756,5747.6343,0.0961958,4.1312766,-0.38529736,0.3930472358132518,-0.7022375215146299
SPLUS-n05s02_000006521,6102.62,4.167,-0.005208,-0.069,0.2048241513233604,6127.0015,0.020308152,4.1163077,-0.12272475,0.4977753898212081,-0.20137693631669595
SPLUS-n02n27_000005015,5762.61,4.115,0.020103,-0.146,-0.10085227272727249,5786.7637,0.122174434,4.163403,-0.15372181,0.42003749599890255,-0.29087779690189297
SPLUS-n01s38_000000395,5636.14,4.101,0.251578,-0.071,-0.214551567894131,5652.563,0.17314133,4.139075,-0.15529916,0.3911221363574009,-0.31497418244406195
SPLUS-n04s42_000000563,5699.64,4.335,0.43573,-0.469,-0.1574636795166855,5731.4053,0.3037961,4.233194,-0.40433925,0.40564040422515896,0.08777969018932819
SPLUS-s02s10_000013639,5596.99,4.059,0.290395,-0.115,-0.249748273878021,5578.877,0.22706805,4.2475696,-0.1487968,0.38217110979011376,-0.387263339070568
SPLUS-n06s40_000006157,5808.54,4.028,0.068737,-0.041,-0.05956019850402772,5940.381,0.0916759,4.166048,-0.10683677,0.4305386620330147,-0.4406196213425142
SPLUS-n01s18_000001640,5811.41,3.984,0.22168,-0.718,-0.05698000575373996,5845.322,0.22235759,4.1603317,-0.59408814,0.4311948420138095,-0.516351118760757
SPLUS-n02s44_000002415,5665.28,4.201,0.363396,-0.723,-0.18835407077100097,5729.323,0.3103636,4.1632133,-0.489024,0.39778453518679413,-0.14285714285714413
SPLUS-n04s01_000010068,5992.74,4.219,0.089413,-0.293,0.10603962888377438,5863.1514,0.17602666,4.079631,-0.42273852,0.4726530705564954,-0.11187607573149716
SPLUS-n02s27_000001721,6497.4,4.26,0.443663,-1.462,0.55974000287687,6408.7373,0.33208084,4.1279306,-1.5073426,0.5880355754721294,-0.041308089500860845
SPLUS-n02n22_000007334,6627.62,4.229,0.207627,-0.597,0.6768106300345229,6427.6626,0.10850663,4.1233974,-0.57720786,0.6178083131373178,-0.09466437177280529
SPLUS-n02n24_000007826,5721.87,3.994,0.24285,-0.457,-0.13747842347525907,5777.5596,0.23904306,4.072018,-0.35373303,0.41072294114957236,-0.49913941480206514
SPLUS-n02s18_000000533,5681.79,4.38,0.26141,-0.31,-0.1735112197928652,5701.482,0.2314135,4.2942357,-0.2328232,0.40155928483241116,0.1652323580034416
SPLUS-s02s15_000003604,5708.44,4.12,0.371867,-0.606,-0.14955228711162238,5772.2944,0.24246095,4.0479918,-0.49889976,0.40765238465407655,-0.28227194492254704
SPLUS-s02s02_000013620,5596.79,4.18,0.390313,-0.529,-0.24992807825086327,5659.016,0.3100061,4.264191,-0.4783049,0.3821253829621838,-0.1790017211703967
SPLUS-s03s01_000022870,5720.74,4.292,0.1222,-0.022,-0.13849431818181834,5815.4976,0.07267681,4.2084584,-0.095066406,0.41046458457176815,0.013769363166953319
SPLUS-n02n01_000018217,5115.9,4.031,0.086836,0.061,-0.6822587025316462,5161.23,0.09561493,3.902538,0.17190602,0.2721775115460239,-0.43545611015490593
SPLUS-n01s38_000005425,5731.56,4.394,0.168334,-0.234,-0.12876690161104687,5783.2197,0.078200445,4.138332,-0.031342737,0.4129384059627784,0.18932874354561058
SPLUS-n04s01_000006142,5613.47,3.85,0.071482,-0.036,-0.23493239355581075,5667.5737,0.17098932,4.035552,-0.0986907,0.38593900041154156,-0.7469879518072284
SPLUS-n03s26_000009638,6158.24,4.185,0.015728,0.02,0.2548277474108174,6102.6475,0.022687303,4.139646,-0.16151361,0.5104920206685263,-0.17039586919105076
SPLUS-n02n23_000017051,5662.1,4.436,0.118198,-0.193,-0.1912129602991941,5643.642,0.27066955,4.3136787,-0.3085846,0.397057478622708,0.2616179001721166
SPLUS-n05n54_000003912,5825.26,4.016,-0.081167,0.175,-0.04452855293440727,5876.1895,0.023336977,4.0980754,0.12675768,0.43436142484795826,-0.46127366609294373
SPLUS-n07s38_000004108,5574.71,4.375,0.131449,-0.184,-0.2697784810126578,5719.713,0.14089416,4.128897,-0.060851205,0.37707714115871793,0.15662650602409567
SPLUS-n05s44_000008368,5747.61,4.123,-0.123979,0.184,-0.11433760069044929,5679.965,0.06746619,4.134326,0.12635338,0.4166079839041564,-0.27710843373493965
SPLUS-n02s21_000001304,6070.08,4.341,0.11575,-0.416,0.17556997986191014,6037.1064,0.08941859,4.2122984,-0.44630653,0.4903356349170057,0.09810671256454384
SPLUS-s02s15_000002115,6127.15,4.094,-0.057098,-0.465,0.22687715765247418,6005.2666,0.055456616,4.0293307,-0.6089894,0.503383785266816,-0.32702237521514554
SPLUS-n01s27_000007414,5627.06,4.057,0.410732,-0.699,-0.2227146864211731,5733.451,0.27423826,4.219103,-0.7758488,0.38904613836938146,-0.39070567986230564
SPLUS-n02n18_000005626,5927.86,4.218,0.181193,-0.433,0.04771109033371701,5883.874,0.15850477,4.185537,-0.3706773,0.4578192875760208,-0.11359724612736688
SPLUS-n02n20_000003881,5686.89,4.102,0.139744,-0.213,-0.1689262082853853,5742.2183,0.18403874,4.1373744,-0.18199769,0.4027253189446248,-0.3132530120481922
SPLUS-n02s27_000010838,5504.0,4.521,0.133271,0.062,-0.3333483170310698,5526.0435,0.15546331,4.391846,0.055034004,0.3609104211440853,0.4079173838209975
SPLUS-s02s10_000014033,5351.38,4.539,0.139433,0.035,-0.47055703394706505,5272.0796,0.18334956,4.4932475,-0.105438046,0.3260162787507432,0.4388984509466427
SPLUS-s02s04_000008931,5315.31,4.223,0.131175,0.126,-0.5029847525891826,5267.956,0.18905519,4.1510177,-0.060743257,0.3177694453335773,-0.10499139414802094
SPLUS-n02n18_000004859,5214.18,4.704,0.112983,0.022,-0.5939028337169159,5215.6357,0.15256985,4.5804253,-0.0858545,0.2946476747907998,0.7228915662650586
SPLUS-s02s10_000010588,5682.94,3.941,0.229766,-0.85,-0.17247734464902198,5760.311,0.28450602,4.1346135,-0.72743785,0.4018222140930083,-0.5903614457831328
SPLUS-n02n24_000006367,5332.17,3.756,0.407849,-0.349,-0.4878272439585727,5492.0806,0.2964008,3.9599924,-0.31503406,0.32162421692807175,-0.9087779690189333
SPLUS-n07s38_000007043,6311.82,4.183,-0.028423,-0.027,0.392899525316456,6330.156,0.018298242,4.1126437,-0.007935554,0.5456056518359321,-0.17383820998278843
SPLUS-n01s24_000003714,5145.11,4.52,0.377162,-0.462,-0.655998273878021,5445.4487,0.18386863,4.435663,-0.16265279,0.27885591476519267,0.4061962134251278
SPLUS-n05s01_000021641,6057.42,4.286,-0.024028,-1.571,0.16418836306099038,6058.7427,0.18462482,4.0360484,-1.7344831,0.48744112670904033,0.0034423407917376636
SPLUS-s02s21_000001546,5846.36,4.157,-0.089787,0.063,-0.02555919159954012,6032.3706,0.23539458,4.1875653,-1.0305972,0.4391856051945675,-0.21858864027538782
SPLUS-n01s26_000010182,5495.14,4.343,0.121821,0.193,-0.3413136507479857,5600.2427,0.10954965,4.177935,0.17226654,0.3588847226667887,0.1015490533562815
SPLUS-n03s20_000006504,5900.44,4.255,0.123928,-0.441,0.023059910817030627,5890.6724,0.19141246,4.190842,-0.44918558,0.45155013946682504,-0.04991394148020678
SPLUS-n02s22_000011225,5849.08,4.088,0.193668,-0.88,-0.023113852128883394,5934.355,0.15007827,4.15213,-0.6418914,0.439807490054415,-0.3373493975903612
SPLUS-n04n01_000004662,5555.85,3.75,0.039434,-0.598,-0.28673403337169123,5738.5557,0.20611767,4.130688,-0.35667995,0.3727651012849239,-0.919104991394148
SPLUS-n01s01_000003643,6103.73,4.217,-0.193558,-0.019,0.20582206559263483,6088.77,0.020394756,4.0906863,-0.11042153,0.49802917371621913,-0.1153184165232366
SPLUS-s02s04_000004932,5654.4,3.906,0.215778,-0.444,-0.1981354286536252,5729.124,0.25511348,4.083456,-0.4801918,0.39529699574740484,-0.6506024096385543
SPLUS-n01s25_000004731,5000.94,3.716,0.307446,-0.285,-0.7856102560414273,5175.4004,0.19241294,3.9989476,-0.17606854,0.2458937308518907,-0.9776247848536999
SPLUS-s02s07_000003098,6264.91,4.077,-0.270763,-0.152,0.350726409666283,5947.722,0.110608116,4.1175046,-0.30696043,0.5348804243449631,-0.3562822719449228
SPLUS-s02s11_000003134,5952.67,4.132,-0.063933,0.126,0.07001582278481067,5733.5825,0.12410574,4.0373564,-0.13609177,0.4634917005807308,-0.2616179001721175
SPLUS-n05n50_000014230,5233.53,4.689,0.128309,-0.056,-0.5765067606444187,5307.815,0.16654749,3.9440587,0.08838955,0.29907174539302206,0.6970740103270217
SPLUS-n05n55_000005244,5769.65,4.245,0.386928,-0.612,-0.09452315880322182,5738.5186,0.1492252,4.217075,-0.23823342,0.4216470803420367,-0.06712564543889865
SPLUS-n01s19_000010473,5872.0,4.057,-0.043405,-0.348,-0.002508271001150142,5804.2754,0.14385948,4.0463867,-0.3678164,0.4450477845351869,-0.39070567986230564
SPLUS-n04s41_000014441,5559.82,4.239,0.023899,0.219,-0.2831649165707715,5608.019,0.09424456,4.143452,0.20571527,0.37367277881933314,-0.0774526678141143
SPLUS-n02n26_000005464,5320.39,4.317,0.158222,0.182,-0.49841772151898667,5406.664,0.11936673,4.4819155,0.20488974,0.318930906762998,0.056798623063682996
SPLUS-s02s02_000009635,5674.6,4.302,0.337001,-0.597,-0.1799751869965469,5656.7456,0.3311352,4.2831616,-0.5318434,0.39991540536832976,0.0309810671256443
SPLUS-s02s11_000003268,5672.57,4.331,0.31029,-0.344,-0.1818002013808977,5552.5566,0.34919772,4.3306003,-0.47639844,0.3994512780648406,0.08089500860585197
SPLUS-s02s03_000016818,5672.6,4.015,0.224516,-0.171,-0.18177323072497042,5704.9814,0.15455933,4.1465716,-0.38977882,0.39945813708903033,-0.46299483648881345
SPLUS-n02s19_000004147,6287.61,4.101,-0.080673,-0.259,0.37113420598388913,6266.4927,0.019648751,4.150925,-0.30258754,0.540070419315012,-0.31497418244406195
SPLUS-n03s18_000003010,5902.16,4.148,0.217419,-0.815,0.02460622842347515,5920.1777,0.15692738,4.1546397,-0.6066406,0.4519433901870227,-0.23407917383821086
SPLUS-s02s15_000001624,5667.04,4.427,0.163619,0.077,-0.18677179228998853,5513.1133,0.30447778,4.021339,-0.30085865,0.3981869312725776,0.24612736660929357
SPLUS-n01s22_000006094,5703.5,4.084,0.005683,0.182,-0.15399345512082796,5690.0835,0.06854616,4.055225,0.10457618,0.40652293200420697,-0.3442340791738392
SPLUS-n02n20_000010394,5704.9,4.22,0.395211,-0.39,-0.15273482451093212,5723.5835,0.29644084,4.1023297,-0.35567722,0.40684301979971643,-0.11015490533562922
