ID,RA,DEC,Field,FWHM,ISOarea,KRON_RADIUS,MU_MAX,nDet_PStotal,PhotoFlagDet,CLASS_STAR,u_PStotal,J0378_PStotal,J0395_PStotal,J0410_PStotal,J0430_PStotal,g_PStotal,J0515_PStotal,r_PStotal,J0660_PStotal,i_PStotal,J0861_PStotal,z_PStotal,e_u_PStotal,e_J0378_PStotal,e_J0395_PStotal,e_J0410_PStotal,e_J0430_PStotal,e_g_PStotal,e_J0515_PStotal,e_r_PStotal,e_J0660_PStotal,e_i_PStotal,e_J0861_PStotal,e_z_PStotal,feh_predict
b'iDR3.HYDRA-0068.015857   ',150.49205108511524,-32.64981804916812,b'HYDRA-0068   ',2.5212982,22,4.034006,16.122528,9.0,0,0.95816535,23.495356,99.0,99.0,99.0,22.800657,21.455923,21.835728,19.928246,18.77663,19.327116,19.065933,19.016499,1.9747033,21.550547,21.129776,21.13163,1.8920205,0.21340926,0.6364128,0.04914424,0.0215948,0.037944287,0.06287787,0.049891196,0.87517697
b'iDR3.HYDRA-0085.048672   ',164.40553561866952,-33.36399171741372,b'HYDRA-0085   ',2.6458507,15,4.941613,17.396076,12.0,0,0.7450527,24.10702,22.653137,21.99681,21.060741,23.150494,22.609385,24.051533,19.929213,18.842571,19.640923,19.551634,19.554935,3.2583187,1.6309516,1.2298509,0.44835111,2.819546,0.48089123,5.4094167,0.048477285,0.023985496,0.054708917,0.08637169,0.09204526,0.7046984
b'iDR3.SPLUS-s02s07.022389 ',332.4773666618215,-1.454892271729591,b'SPLUS-s02s07 ',3.3469267,21,2.4972794,16.664001,12.0,0,0.66582865,22.74758,21.943682,21.02951,20.835886,20.58337,20.27464,19.742273,19.797482,19.417774,19.757978,19.880453,19.686436,0.70213765,0.5627135,0.42654124,0.31232026,0.24077287,0.06042531,0.096735924,0.04272962,0.0368031,0.05735961,0.1344182,0.095799476,0.68430126
b'iDR3.SPLUS-s03s03.004417 ',328.0991947230784,-3.329125911311579,b'SPLUS-s03s03 ',2.9083202,18,2.9494379,16.688541,12.0,0,0.89560324,20.811924,20.52527,20.204561,20.531975,20.511578,20.503418,20.329973,19.922195,19.499203,19.72778,19.77584,19.940361,0.11218866,0.16980883,0.20526233,0.24654813,0.27111566,0.07356077,0.15771797,0.044193465,0.034523442,0.05521867,0.10880125,0.12299699,0.5824214
b'iDR3.SPLUS-s26s31.026727 ',48.64676974906038,-33.455085228877685,b'SPLUS-s26s31 ',2.7898805,22,4.7499504,16.243229,11.0,0,0.961271,22.808447,22.674677,22.345818,22.01426,99.0,21.412016,20.931782,19.857033,18.949675,19.386534,19.31123,19.257992,0.59404355,0.9480714,1.3647152,0.8222786,21.369465,0.14223534,0.22138983,0.045835286,0.02362392,0.039252628,0.084444195,0.06440698,-0.2590478
b'iDR3.SPLUS-s26s32.036661 ',50.26147033287045,-33.027351915583104,b'SPLUS-s26s32 ',2.1478531,14,4.377726,16.080103,11.0,0,0.96497935,23.721117,99.0,21.644825,20.511852,22.42277,20.425362,19.985006,19.907867,19.48928,19.918772,20.317188,19.695389,2.9424973,21.144224,1.0571396,0.34790838,1.7786442,0.10610986,0.2598664,0.05392706,0.04215851,0.0652361,0.19357473,0.09197597,2.1442473
b'iDR3.SPLUS-s28s40.021196 ',64.25274966026643,-36.2746183212528,b'SPLUS-s28s40 ',2.3015695,16,4.1508226,16.286085,12.0,0,0.9920011,20.44041,20.03507,19.962519,20.542412,20.455933,20.219471,20.068642,19.816978,19.527834,19.920717,19.80331,19.69921,0.08991563,0.10901665,0.2146332,0.25788438,0.20601724,0.05185943,0.10913279,0.039679933,0.03433672,0.088650696,0.12778918,0.12817323,0.5709204
b'iDR3.SPLUS-s26s38.046933 ',60.33082269990064,-32.87635440036846,b'SPLUS-s26s38 ',3.6113708,29,5.347454,16.615005,12.0,0,0.8977535,22.426117,21.738663,21.980692,22.8337,22.904713,21.115112,20.798754,19.98238,19.281178,19.67594,19.24667,19.334654,0.3900684,0.3536367,0.7516295,1.4052116,1.5114022,0.101563774,0.18115893,0.038866602,0.027152747,0.04567625,0.071287036,0.07003076,0.617794
b'iDR3.SPLUS-s26s29.041955 ',44.372630607509976,-33.199132315050534,b'SPLUS-s26s29 ',2.0455966,16,4.655098,15.928799,11.0,0,0.94849986,22.555473,22.930641,23.228355,23.00436,99.0,21.258226,20.565447,19.873665,18.977976,19.47263,19.547487,19.308636,0.6989591,1.6044877,3.3566835,2.7272265,21.116667,0.19427434,0.22157694,0.049885478,0.026829656,0.047436073,0.10049197,0.06962175,-0.25151944
b'iDR3.SPLUS-s26s40.005961 ',62.59940076913622,-34.09004315182109,b'SPLUS-s26s40 ',3.6972404,22,4.001553,16.735,12.0,0,0.9104742,20.76966,20.810234,20.50184,20.654974,20.32862,20.492683,20.038183,19.952568,19.58184,19.865807,19.416893,19.477148,0.10841929,0.18630238,0.20680661,0.22554891,0.15390266,0.059942756,0.096933566,0.0415224,0.03730104,0.062291875,0.10304225,0.09045123,0.6157185
b'iDR3.SPLUS-s25s35.048368 ',54.34036266307306,-31.59859753270717,b'SPLUS-s25s35 ',2.5382373,21,3.6822321,16.069664,12.0,0,0.5349253,21.221653,20.75829,21.934881,20.294558,20.692616,20.155529,20.105858,19.906992,19.48971,19.68937,19.119198,19.216812,0.19835167,0.21332599,0.9635744,0.20717731,0.27977687,0.05520589,0.124550596,0.04027706,0.031612348,0.043608904,0.06559051,0.052459024,0.57074744
b'iDR3.SPLUS-s30s39.036588 ',64.87730528125095,-38.30941903110111,b'SPLUS-s30s39 ',2.3482423,25,4.100773,15.464479,9.0,0,0.9977311,99.0,22.064556,99.0,99.0,21.774748,20.932718,20.737324,19.782185,17.683073,18.372944,17.876366,17.772144,22.123741,0.77131325,20.846018,20.922918,1.0229354,0.14445476,0.2823021,0.045487143,0.012210201,0.021921165,0.032409612,0.023958722,-20.985064
b'iDR3.SPLUS-s28s44.028898 ',71.26003693494208,-36.060823900847154,b'SPLUS-s28s44 ',2.0151181,14,3.6365588,15.742456,11.0,0,0.97123027,25.125088,23.518452,21.230244,21.695992,99.0,21.612211,21.134615,19.97779,19.248383,19.350456,19.338871,19.387655,8.267208,3.0481906,0.6213451,0.9257329,21.022738,0.30376455,0.39170986,0.05732004,0.03612457,0.041096147,0.08773262,0.074610144,-0.12400751
b'iDR3.SPLUS-s30s43.000000 ',71.42248397630202,-39.53608357502866,b'SPLUS-s30s43 ',5.0671873,31,4.442748,16.355894,12.0,0,0.92229414,21.18763,21.372541,22.951796,22.636105,21.37706,19.377571,21.235058,19.903076,18.273476,19.701828,17.733541,19.71988,0.15637457,0.31853417,2.3988087,2.116952,0.54202414,0.03192956,0.33808035,0.04568282,0.01587002,0.057661988,0.02619716,0.11599929,0.5565426
b'iDR3.SPLUS-s24s33.023695 ',50.03164807421675,-30.756002488276064,b'SPLUS-s24s33 ',4.803733,25,5.6369314,17.22994,12.0,0,0.6534699,20.3126,20.31797,20.497267,20.09932,20.084745,20.251173,19.845564,19.85329,19.427162,20.365667,19.333889,19.839352,0.101946324,0.1694495,0.3526911,0.21389332,0.2028741,0.083547436,0.1302568,0.05153979,0.037256677,0.10865733,0.08821633,0.12083725,0.61740685
b'iDR3.SPLUS-s24s48.032270 ',74.38337944034105,-30.697183633520588,b'SPLUS-s24s48 ',4.773767,30,3.5908816,16.959473,12.0,0,0.87101376,20.347826,20.291075,20.404835,20.098017,20.452713,20.36216,20.195415,19.80576,19.446606,19.729225,19.834915,19.870895,0.084987536,0.12887159,0.23734425,0.15001829,0.19533925,0.05839497,0.12637989,0.041217033,0.03706692,0.052725524,0.11928154,0.11502499,0.5592915
b'iDR3.SPLUS-s26s33.004573 ',51.839005024518855,-34.13314853982729,b'SPLUS-s26s33 ',2.7678332,21,4.4273505,16.507599,12.0,0,0.92401546,20.08567,19.95878,20.145615,19.877724,20.304943,20.116804,20.190384,19.853886,19.455412,19.922018,19.844854,20.004433,0.061475895,0.09352987,0.17353064,0.12735073,0.17257611,0.05251196,0.1166553,0.038685966,0.033712465,0.05654242,0.13988881,0.12725064,0.56153774
b'iDR3.SPLUS-s46s02.052021 ',2.119615019090521,-59.020472544213085,b'SPLUS-s46s02 ',2.815653,17,2.888798,16.175781,8.0,0,0.7612302,22.819492,99.0,99.0,99.0,99.0,21.07605,20.936071,19.787975,18.767826,19.213877,19.078154,19.206055,1.6551609,21.006027,20.50821,20.586325,20.63036,0.2866289,0.48515013,0.07676587,0.03739446,0.051682904,0.08280549,0.07435509,0.8850281
b'iDR3.SPLUS-n04n01.030147 ',151.41616300935794,4.154090690739466,b'SPLUS-n04n01 ',2.0041208,13,2.7978034,16.252928,12.0,0,0.9167498,20.394325,20.766594,20.641127,20.786371,20.645866,20.406479,20.518057,19.989567,19.472494,20.03643,20.312523,20.059132,0.08639791,0.18586324,0.30623975,0.27169013,0.24883108,0.067838006,0.17168078,0.049688376,0.03693001,0.06937539,0.18427964,0.13627626,0.63225985
b'iDR3.SPLUS-s13s46.018252 ',346.9398750910174,-16.520450797224377,b'SPLUS-s13s46 ',2.682676,21,3.9481046,16.33431,12.0,0,0.9561047,20.16953,20.120882,20.178951,20.069485,19.937313,20.107239,20.27011,19.841629,19.572586,19.985699,19.849337,19.916168,0.064584136,0.09164355,0.16235194,0.11461579,0.103001535,0.040621635,0.10411523,0.034267426,0.039727684,0.05271636,0.10835479,0.09854252,0.585465
b'iDR3.SPLUS-s38s30.038773 ',60.26385173594768,-48.85898172619652,b'SPLUS-s38s30 ',2.9806285,20,4.4554214,16.674063,12.0,0,0.9103766,20.914177,20.197014,20.893373,20.479961,20.533379,20.432434,20.222109,19.9878,19.167645,20.103312,19.187063,19.628237,0.12193314,0.12869734,0.31423417,0.18825904,0.19488618,0.06008279,0.115967825,0.042607147,0.028147908,0.07343438,0.072411284,0.09139511,0.58659697
b'iDR3.SPLUS-n05n55.007025 ',223.11824837795453,4.91371062481933,b'SPLUS-n05n55 ',4.008374,26,3.6434822,16.943682,12.0,0,0.5109379,21.007189,20.739754,20.792213,20.58974,20.151707,20.021048,19.925932,19.795586,19.36573,19.652855,19.857544,19.668335,0.16835752,0.22537923,0.4720415,0.3097535,0.21559498,0.06499068,0.1305144,0.051085956,0.04514308,0.058660872,0.16212787,0.11691943,0.5904096
b'iDR3.SPLUS-s35s45.036860 ',324.10369177358746,-44.81895119669313,b'SPLUS-s35s45 ',3.6954896,21,4.5653095,16.438784,11.0,0,0.6047161,99.0,22.599497,21.10675,22.123272,22.705853,21.21816,20.696106,19.843853,18.959639,19.439,19.016388,19.124863,22.50405,0.78263885,0.3456984,0.7396468,1.322378,0.12135019,0.18309972,0.043403525,0.025361488,0.044432882,0.08514554,0.12000999,-11.384292
b'iDR3.SPLUS-s39s20.015256 ',39.62343833616215,-50.83995857685694,b'SPLUS-s39s20 ',3.0918145,20,4.8268366,16.530313,12.0,0,0.9041699,19.94009,20.03267,20.122759,20.240685,20.174337,20.118889,19.969667,19.79747,19.427334,19.821867,19.801893,19.939398,0.051748615,0.09230291,0.15911588,0.15597002,0.14750428,0.046152018,0.10081755,0.039333377,0.033835452,0.059851486,0.11999531,0.12787995,0.55432206
b'iDR3.STRIPE82-0007.021478',4.824481473312118,-0.8064838485772009,b'STRIPE82-0007',2.771335,28,4.6258507,17.083645,12.0,0,0.9567141,21.778736,22.055033,21.098602,22.997948,20.78069,20.830072,20.508251,19.88474,19.399649,19.531357,19.00588,19.137875,0.32513312,0.6991631,0.4549886,1.9829476,0.25538796,0.08656204,0.17231248,0.04258766,0.034075923,0.039094366,0.061525702,0.050386146,0.660165
b'iDR3.STRIPE82-0029.026431',20.29473653398262,-0.8436434200227299,b'STRIPE82-0029',1.9564065,16,3.4271605,15.576252,12.0,0,0.97011954,20.09242,20.22667,20.140198,20.212841,20.408485,20.073942,20.156208,19.880714,19.431076,19.737617,19.75541,19.65099,0.053932313,0.086859785,0.13192378,0.11785407,0.1351147,0.03640314,0.09085157,0.03332357,0.027572941,0.038245264,0.07917044,0.062647514,0.5656775
b'iDR3.STRIPE82-0155.008068',348.13067741527794,-1.1937043288787734,b'STRIPE82-0155',2.453799,18,3.8020935,16.856462,12.0,0,0.95125073,20.052578,19.930082,20.231148,20.040188,20.167763,20.079391,20.054272,19.872278,19.458248,19.775928,19.927362,19.837317,0.07410021,0.09630425,0.2017003,0.13997406,0.14235806,0.043190703,0.11308652,0.040568672,0.033924714,0.053508535,0.12575357,0.106341034,0.54789937
b'iDR3.STRIPE82-0163.050068',353.8445277828368,-0.1097797881436761,b'STRIPE82-0163',2.4607484,18,4.6159673,16.913967,12.0,0,0.95482194,20.044003,19.849037,19.857773,20.31406,20.084095,20.109789,19.879011,19.903675,19.54686,19.91602,19.636333,20.019785,0.085117005,0.09964245,0.14693995,0.18019573,0.13634259,0.055583015,0.1017392,0.04757854,0.039025206,0.06092255,0.11902254,0.12680133,0.5557226
b'iDR3.STRIPE82-0161.044581',352.60621771630525,-0.0863253199955391,b'STRIPE82-0161',3.8047771,22,4.920423,16.818104,12.0,0,0.77340955,21.026556,21.177933,20.799822,20.779274,21.183052,20.451527,20.256887,19.92308,19.472355,19.850826,19.35897,19.550495,0.1414574,0.25340942,0.2597435,0.22915313,0.3340702,0.061697233,0.12403691,0.0452278,0.03691119,0.07289747,0.104161635,0.12240444,0.6262165
b'iDR3.STRIPE82-0106.010976',313.9403655993897,0.2006360402522065,b'STRIPE82-0106',3.8536804,17,3.0122612,16.389696,11.0,0,0.5545163,99.0,23.093838,21.364388,21.720036,21.541698,21.29272,20.255198,19.914013,19.31105,19.477768,18.63836,19.743145,21.465086,2.7958434,0.8215919,1.0951632,0.8848229,0.28691816,0.21276166,0.06328928,0.044977162,0.053425666,0.051930048,0.11564968,-10.801143
b'iDR3.STRIPE82-0015.024713',9.747289111980264,-0.714454350224955,b'STRIPE82-0015',2.5340307,15,4.601105,17.009317,11.0,0,0.87489086,22.206736,21.27095,21.092716,99.0,21.221878,20.682896,20.298777,19.95047,19.597254,19.987244,19.920092,20.379707,0.5065821,0.34704044,0.4744385,21.362116,0.38506034,0.07669882,0.1455121,0.046883985,0.040962983,0.06762128,0.1457451,0.18495023,-4.6549387
b'iDR3.STRIPE82-0062.010390',42.75267977777988,0.2853735115843281,b'STRIPE82-0062',2.2134643,16,4.2396283,17.096577,12.0,0,0.8306756,21.594406,20.970379,21.342688,20.302193,19.781685,20.239197,20.450441,19.988676,19.554085,20.060839,19.648315,19.558647,0.29673043,0.26394758,0.6061135,0.1794204,0.100663975,0.058844537,0.1509298,0.0528692,0.037951294,0.07467939,0.12249068,0.09561162,0.65446275
b'iDR3.STRIPE82-0013.019963',8.035561688713287,-0.8843461346218345,b'STRIPE82-0013',2.0638647,11,3.219325,16.869392,12.0,0,0.9451196,20.612062,20.608892,21.646057,21.602676,20.770315,20.537659,20.611736,19.997255,19.629747,20.098312,20.194271,20.12547,0.1115006,0.17727436,0.70539105,0.5422766,0.23703992,0.0621868,0.20903592,0.046834905,0.043932565,0.0689536,0.20378812,0.13635051,0.606555
b'iDR3.STRIPE82-0008.028745',3.998288931150247,0.703633745873623,b'STRIPE82-0008',2.1401663,14,3.8815002,15.95612,12.0,0,0.95427364,20.2108,20.0737,20.303802,20.327354,20.080772,20.2233,20.22891,19.876144,19.596748,19.959503,19.756243,20.108261,0.06717946,0.08882419,0.16707128,0.13989429,0.107201405,0.044827014,0.105364434,0.035752434,0.032939304,0.0562879,0.11935386,0.12836802,0.5710668
b'iDR3.STRIPE82-0008.003185',4.801640792188885,0.0554916881824542,b'STRIPE82-0008',2.2126381,18,4.201582,15.857939,12.0,0,0.9717655,20.162327,20.051575,20.050007,20.371433,19.920683,20.300861,20.150076,19.796524,19.443022,19.68417,19.785128,19.774693,0.06235029,0.08417147,0.13082604,0.14812668,0.09633738,0.048472,0.1009018,0.033128466,0.028969103,0.0447962,0.124123275,0.09645098,0.54897535
b'iDR3.STRIPE82-0017.027488',10.896509451927638,-0.6248809118328724,b'STRIPE82-0017',2.256426,14,2.910028,16.15302,12.0,0,0.95695096,20.166248,19.95014,20.40572,19.973392,20.239311,20.021137,19.736248,19.99646,19.683958,20.11131,20.050804,20.205822,0.082325704,0.09721039,0.21400817,0.12506461,0.14654522,0.045334477,0.08011139,0.044044964,0.039055526,0.066192135,0.14630441,0.1611123,0.5771588
b'iDR3.STRIPE82-0039.032771',26.83799104587179,-0.7514735524191466,b'STRIPE82-0039',2.319305,24,4.694898,16.686108,12.0,0,0.9722643,21.376415,21.102276,20.756115,21.30361,20.95753,20.717918,20.629898,19.78621,19.363564,19.46948,19.301708,19.323391,0.17210868,0.20535868,0.23930255,0.31391397,0.21308519,0.055524483,0.13659959,0.028270582,0.023330899,0.026759764,0.055447564,0.04238241,0.585336
b'iDR3.STRIPE82-0093.118594',304.90259255164244,0.0464624286903516,b'STRIPE82-0093',2.883811,22,1.82,16.74647,9.0,0,0.8315189,99.0,99.0,99.0,21.20308,22.042345,20.442131,21.537863,19.979912,19.363377,19.42696,19.218233,19.044107,22.04887,21.629524,21.104994,0.41707972,0.8274686,0.07515359,0.44544223,0.052240256,0.033215106,0.04192921,0.06872322,0.05250262,0.3749416
b'iDR3.STRIPE82-0094.080462',303.958758789248,1.0865791756540897,b'STRIPE82-0094',2.2775753,16,3.6890583,17.362982,10.0,0,0.9255432,99.0,22.105604,21.316353,99.0,21.379093,20.969166,21.052893,19.856522,15.438791,18.58485,18.920135,18.012142,21.12321,2.716485,2.5225697,19.595331,3.0855544,0.2694049,1.643753,0.10596223,0.016347097,0.04828568,0.3404652,0.05420362,-19.100683
b'iDR3.STRIPE82-0094.011285',304.79667532530084,0.1454924944365699,b'STRIPE82-0094',2.0473068,7,6.2882934,17.886185,11.0,0,0.6860642,21.793648,99.0,20.808445,21.320267,20.232468,20.770088,20.797464,19.961872,18.907122,19.55389,18.426998,19.222015,0.8443591,20.156452,1.5821762,2.2678163,1.0584258,0.22075565,1.2731555,0.11518346,0.1864725,0.10846571,0.21785775,0.15636061,2.1743798
b'iDR3.STRIPE82-0083.027096',57.77028133417981,-0.5462868202155821,b'STRIPE82-0083',2.7556014,21,4.6017327,17.020803,11.0,0,0.7787115,99.0,22.202318,21.698334,21.88924,20.914495,20.929474,20.612247,19.786976,19.233932,19.279957,18.978119,18.976618,22.02939,0.5405252,0.52961534,0.53266656,0.25866908,0.11515431,0.13395458,0.048670936,0.025162691,0.03875757,0.047569603,0.057326254,-11.369916
b'iDR3.STRIPE82-0071.033558',49.0750504981236,-0.5069279648561904,b'STRIPE82-0071',3.596684,31,5.3336954,16.55435,12.0,0,0.7004468,20.807848,21.093767,20.893381,21.324375,20.85316,20.54284,20.0984,19.916033,19.397068,19.869463,19.357113,19.55437,0.14307071,0.24155037,0.28759477,0.44059378,0.4449461,0.071153186,0.12303974,0.042563945,0.04108316,0.052196898,0.08916293,0.082237974,0.6215511
b'iDR3.STRIPE82-0071.035792',49.905357996326025,-0.4447129467729893,b'STRIPE82-0071',2.8733873,21,3.1886036,16.481993,12.0,0,0.70852935,20.459494,20.451946,21.120188,20.92123,20.560848,20.566967,20.420643,19.944427,19.564117,19.908073,19.76324,20.014317,0.11016887,0.14464821,0.36213163,0.30799368,0.34339905,0.072375536,0.16067754,0.044058383,0.047165032,0.053664505,0.12684628,0.12352386,0.5781388
b'iDR3.STRIPE82-0087.007916',300.65363452303615,-1.3018927853239446,b'STRIPE82-0087',4.4974275,35,6.121744,17.41328,11.0,0,0.65817827,22.520164,21.382452,99.0,21.2457,21.24578,20.827337,20.780712,19.94164,19.130152,19.54353,19.346273,19.348074,0.57573366,0.46782234,20.978617,0.42936936,0.39763054,0.079925515,0.21272185,0.04250196,0.028445333,0.041759934,0.072589636,0.064168416,-1.334552
b'iDR3.STRIPE82-0087.017173',300.6434876861641,-1.2175676445993135,b'STRIPE82-0087',3.3113253,25,3.6902392,17.618479,11.0,0,0.8646046,22.761774,21.509958,20.772875,99.0,20.641212,20.648642,20.670185,19.97886,19.423185,19.67567,19.574018,19.542944,0.7166758,0.52406424,0.38211,21.355217,0.22990315,0.0681417,0.191732,0.043897048,0.036174554,0.04676108,0.08863823,0.07630074,-4.352781
b'iDR3.STRIPE82-0087.031681',300.7728770906871,-1.0909794259911765,b'STRIPE82-0087',3.0293558,22,3.0136602,17.351868,11.0,0,0.8570211,22.54826,99.0,21.764908,21.437485,21.609545,20.819801,21.191319,19.935759,19.300146,19.47319,19.362766,19.353096,0.59567463,21.3679,0.9488416,0.5060596,0.54755867,0.07867885,0.30470157,0.042412907,0.032756988,0.03913893,0.07341817,0.06425059,2.1496656
b'iDR3.STRIPE82-0087.060298',300.7805002309601,-0.8440518996924041,b'STRIPE82-0087',3.0202208,26,5.4703608,17.327414,11.0,0,0.88556963,22.94244,99.0,22.101149,22.590597,21.468353,21.003931,21.369099,19.875605,19.36511,19.461662,19.236988,19.108353,0.8833175,21.3679,1.3347235,1.4662347,0.48708168,0.09335168,0.36175773,0.040821806,0.03498753,0.0389396,0.06586488,0.051756095,2.128189
b'iDR3.STRIPE82-0087.062809',301.07087530464827,-0.8231162717722175,b'STRIPE82-0087',3.057779,20,1.82,17.38247,12.0,0,0.75505555,22.015932,22.225986,20.59893,21.04929,20.880651,20.654425,20.551498,19.874773,18.736666,19.529053,19.489683,19.484844,0.36831424,1.0167118,0.33105966,0.3572226,0.2844461,0.06841426,0.17233555,0.039906066,0.0207205,0.040716313,0.08093247,0.07123785,0.6879739
b'iDR3.STRIPE82-0087.100170',300.1476436038455,-0.4968244088863806,b'STRIPE82-0087',3.8763325,35,3.6547034,17.51565,12.0,0,0.8344569,22.313463,21.339922,20.804327,20.39738,20.753181,20.410133,20.214596,19.819048,18.964525,19.48181,19.352694,19.262846,0.50087726,0.472576,0.41317314,0.19963716,0.25434166,0.0556555,0.12828538,0.038827308,0.025232527,0.03970087,0.07295989,0.059426412,0.61763555
b'iDR3.STRIPE82-0087.080627',301.0172117127776,-0.6671614444200044,b'STRIPE82-0087',4.4912996,39,6.6894097,17.111643,12.0,0,0.7321157,22.995502,21.613985,21.36445,22.512243,21.718521,21.044588,21.188766,19.902357,18.865295,19.195549,18.920425,18.833025,0.91062427,0.5906304,0.669461,1.3507671,0.605141,0.09580912,0.30429298,0.040887903,0.022920266,0.030572424,0.049247753,0.03993801,0.5863012
b'iDR3.STRIPE82-0087.158747',300.9866649758775,-0.0324887833288411,b'STRIPE82-0087',4.0975266,29,1.82,17.519188,10.0,0,0.88058686,21.829762,99.0,99.0,21.496738,20.982721,20.785276,20.440346,19.862062,19.292067,19.54486,19.49355,19.293505,0.3104235,21.3679,20.978617,0.5416209,0.31512892,0.077395864,0.157842,0.040027987,0.032689005,0.042272996,0.082579345,0.061046258,1.3895091
b'iDR3.STRIPE82-0087.094474',300.6083406925567,-0.545675329354487,b'STRIPE82-0087',3.926616,28,5.0201073,17.491129,11.0,0,0.9220481,21.468142,23.325613,99.0,20.952518,21.269512,20.448847,20.376091,19.92618,19.469194,19.62111,19.607037,19.409378,0.23874283,2.9577806,20.978617,0.33205125,0.4094431,0.05814873,0.14960046,0.043054797,0.03853112,0.044982433,0.09163893,0.06795446,-0.7775217
b'iDR3.STRIPE82-0087.124734',300.78855672275705,-0.2810500001543988,b'STRIPE82-0087',3.1280591,27,2.9652388,17.406687,12.0,0,0.82964987,21.79199,20.78882,23.66453,20.922724,20.700052,20.375954,20.06559,19.900091,19.313414,19.677073,19.423042,19.345774,0.30795944,0.28478235,5.564142,0.31805322,0.24152645,0.053846277,0.11214524,0.04127774,0.033218797,0.046871874,0.07718292,0.06362708,0.5437332
b'iDR3.STRIPE82-0087.146398',300.62815680210974,-0.088446356014535,b'STRIPE82-0087',3.2309577,31,4.345014,17.267458,9.0,0,0.8697846,99.0,22.30763,99.0,99.0,24.594053,21.194992,21.058067,19.996122,18.633507,19.315777,19.105227,19.063627,22.285767,1.1311221,20.978617,21.355217,8.495712,0.10993022,0.27193567,0.04516027,0.01949739,0.034585238,0.058913343,0.049919937,-20.898687
b'iDR3.STRIPE82-0045.050333',30.500247645814035,-0.155885605135301,b'STRIPE82-0045',2.1763082,17,3.819935,16.651207,12.0,0,0.9605214,20.019672,19.97707,19.912487,20.014584,20.381477,20.216503,20.195143,19.890858,19.491587,19.852032,19.948769,19.944752,0.06726896,0.09926756,0.1460464,0.13744673,0.16673473,0.04962807,0.12950689,0.045757826,0.036248386,0.05905448,0.15805505,0.124640174,0.56094253
b'iDR3.STRIPE82-0020.062391',13.43231563480846,1.363190953245345,b'STRIPE82-0020',4.1063356,21,1.82,16.882372,12.0,0,0.54989105,20.092983,20.02324,20.44506,20.459959,20.251469,20.219234,19.983887,19.859669,19.497482,20.091318,20.007969,20.011343,0.09432165,0.11206226,0.18935971,0.17395784,0.13134481,0.04800948,0.084153414,0.03772927,0.031652045,0.055441197,0.118447736,0.09446625,0.578596
b'iDR3.STRIPE82-0148.018355',343.2393387782164,0.4587823345606925,b'STRIPE82-0148',2.4634185,18,4.6584635,16.64534,12.0,0,0.9700253,20.234575,20.423332,20.44969,20.759556,19.953514,19.962273,19.809029,19.839718,19.48631,19.961231,19.554111,20.009283,0.07981941,0.14619987,0.23753858,0.30013874,0.115246005,0.037179228,0.090165906,0.037808612,0.035432827,0.055916138,0.09718978,0.10894306,0.59232444
b'iDR3.STRIPE82-0074.040778',50.68707745560916,0.7450965554947673,b'STRIPE82-0074',2.7833996,35,4.4831824,17.060978,12.0,0,0.96906877,20.673685,20.53903,20.484943,20.479975,20.48815,20.316414,20.049591,19.814722,19.324411,19.991985,18.9482,19.49473,0.06475906,0.09269063,0.1389932,0.108012624,0.101158924,0.02725291,0.05995451,0.020423997,0.016967565,0.0315347,0.034490474,0.03864558,0.5965431
b'iDR3.STRIPE82-0095.001807',306.53411218318547,-1.352531938452206,b'STRIPE82-0095',2.650053,13,3.9860258,16.996304,11.0,0,0.86779964,24.56498,99.0,21.813639,20.544281,20.689957,20.819633,20.434082,19.993357,19.321362,19.62316,19.062368,19.169403,6.373431,21.177883,1.1260127,0.3161273,0.3216902,0.1568391,0.22800873,0.07338343,0.02654462,0.07558177,0.12394096,0.07903353,2.1709323
b'iDR3.STRIPE82-0108.017470',314.0985385587004,0.3335793368147361,b'STRIPE82-0108',3.4879408,24,5.215337,17.212183,11.0,0,0.9075724,23.548231,21.839994,99.0,23.228645,21.359581,21.223963,20.871826,19.862043,18.789282,19.561272,18.942295,19.125637,1.7743756,0.57173663,21.08472,2.5575354,0.42139927,0.123784415,0.23863094,0.04811477,0.023696829,0.053940956,0.0646698,0.07405468,-1.6399393
b'iDR3.STRIPE82-0044.002332',29.89784479360552,0.0670730705671857,b'STRIPE82-0044',2.4203665,16,4.9616594,16.69366,12.0,0,0.95479584,22.100033,21.457336,20.713146,20.876207,20.355566,20.00404,18.857506,19.910275,18.947573,20.021835,20.102615,19.768875,0.41349128,0.40449464,0.34542122,0.32312074,0.18518317,0.040345255,0.045698207,0.04307433,0.025133638,0.06365522,0.23936921,0.0974138,0.67065185
b'iDR3.STRIPE82-0054.040145',36.81029852296449,1.0934074799976583,b'STRIPE82-0054',4.197168,26,4.5464444,16.941446,12.0,0,0.6539804,20.56969,20.472775,20.178669,20.174618,20.158783,20.310188,20.120892,19.810442,19.558527,20.440153,20.168247,19.82836,0.1252962,0.16495585,0.20000881,0.15080732,0.14546338,0.053906184,0.10350454,0.041089833,0.037691113,0.097144015,0.18151543,0.11067835,0.65346056
