ID,RA,DEC,Field,FWHM,ISOarea,KRON_RADIUS,MU_MAX,nDet_PStotal,PhotoFlagDet,CLASS_STAR,u_PStotal,J0378_PStotal,J0395_PStotal,J0410_PStotal,J0430_PStotal,g_PStotal,J0515_PStotal,r_PStotal,J0660_PStotal,i_PStotal,J0861_PStotal,z_PStotal,e_u_PStotal,e_J0378_PStotal,e_J0395_PStotal,e_J0410_PStotal,e_J0430_PStotal,e_g_PStotal,e_J0515_PStotal,e_r_PStotal,e_J0660_PStotal,e_i_PStotal,e_J0861_PStotal,e_z_PStotal,feh_predict
b'iDR3.SPLUS-n12s37.053253 ',201.87886931948427,-14.366017963383817,b'SPLUS-n12s37 ',3.549157,75,3.5723834,13.936999,12.0,0,0.97920704,20.20208,19.831663,19.689404,18.85736,18.729198,18.009628,17.980259,17.186499,16.669111,16.85168,16.743275,16.658812,0.06483099,0.07447652,0.107451335,0.05013714,0.045859907,0.011615811,0.022677306,0.006726584,0.006072415,0.0063382,0.011026292,0.008388575,0.3244319
b'iDR3.HYDRA-0127.012190   ',163.0398557136988,-41.04693359229285,b'HYDRA-0127   ',1.9374324,66,3.1670685,13.329561,12.0,0,0.9955415,19.4369,19.094116,18.875423,18.378723,18.235752,17.857815,17.618128,17.274643,16.957306,17.052036,16.978735,16.93618,0.037157413,0.044294026,0.057033997,0.035994682,0.03173524,0.010263181,0.017910585,0.0066572465,0.006603871,0.0064402027,0.011328075,0.008463315,0.28761673
b'iDR3.HYDRA-0096.022403   ',152.56072425296236,-36.68596460321509,b'HYDRA-0096   ',2.4979074,76,3.3008358,14.453555,12.0,0,0.9823062,19.672775,19.393772,19.327864,18.564133,18.331017,17.886644,17.727308,17.161713,16.666367,16.872131,16.761856,16.745958,0.11368181,0.10618324,0.15319894,0.07313718,0.053167064,0.016775148,0.026841197,0.008459536,0.0065678726,0.007376649,0.011573176,0.009387957,0.2969144
b'iDR3.HYDRA-0014.044912   ',155.15874095201357,-23.75442564314773,b'HYDRA-0014   ',2.0562398,98,3.1726713,13.370717,12.0,0,0.98105305,19.07228,18.461176,18.254726,18.001223,17.889532,17.657524,17.484543,17.211206,16.748514,17.053656,17.005325,16.973747,0.02984284,0.030579073,0.040813338,0.030164795,0.027656771,0.009869222,0.017541846,0.006778713,0.0061922236,0.006685742,0.012127807,0.009003464,0.25690794
b'iDR3.HYDRA-0064.035921   ',159.16834142834907,-30.851832037333097,b'HYDRA-0064   ',2.234275,72,3.5061076,14.208522,12.0,0,0.98337275,19.560898,18.83244,18.57759,18.437653,18.465025,18.0452,17.846684,17.258686,16.914978,17.126976,16.709944,16.452137,0.051316593,0.04833795,0.06937017,0.048406545,0.045977682,0.01173337,0.023939222,0.0071126195,0.0076841093,0.007806418,0.012589881,0.007827688,0.2796379
b'iDR3.HYDRA-0016.017659   ',158.43457784673643,-24.148744122307857,b'HYDRA-0016   ',3.8237982,144,3.9033468,14.452072,12.0,0,0.9750703,17.744982,17.632927,17.626072,17.602596,17.55174,17.541916,17.4992,17.263561,17.052649,17.207531,17.249817,17.224182,0.014741754,0.020547617,0.030392405,0.02585775,0.02443563,0.010137941,0.02028473,0.008384722,0.008767731,0.009568967,0.016109819,0.01334504,0.19752686
b'iDR3.HYDRA-0138.075278   ',152.93903649395236,-43.13927328471031,b'HYDRA-0138   ',2.0013726,55,3.533863,13.192859,12.0,0,0.98229486,19.032898,18.727348,18.508007,18.149242,18.079578,17.74431,17.523037,17.232948,16.848284,17.012688,16.963804,16.941174,0.07413167,0.07209302,0.08146574,0.057193644,0.04990229,0.015842473,0.025253657,0.008703172,0.008149727,0.007923469,0.013387778,0.010703803,0.26282188
b'iDR3.HYDRA-0144.064582   ',164.16292389542795,-43.05794889072446,b'HYDRA-0144   ',1.8151416,49,3.174304,12.921212,12.0,0,0.98214716,19.118334,18.828554,18.712317,18.256256,18.174519,17.728804,17.546602,17.134478,16.82014,16.86383,16.791946,16.754738,0.051736277,0.058438003,0.07421194,0.051431816,0.04592602,0.013783121,0.023324355,0.007786956,0.00758425,0.0070870137,0.01240678,0.00943847,0.25478086
b'iDR3.HYDRA-0139.119731   ',153.95463111288618,-42.65280626052775,b'HYDRA-0139   ',3.3212912,102,3.58677,14.35129,12.0,0,0.98303246,19.202068,18.76508,18.692112,18.15454,18.129461,17.775917,17.66672,17.327868,16.890743,17.11896,17.075672,17.047386,0.043444686,0.046868436,0.060607057,0.036225244,0.036886204,0.012668925,0.023748616,0.008679224,0.0080661215,0.008487243,0.016217655,0.012306262,0.27112365
b'iDR3.SPLUS-s26s29.025604 ',44.86076224366632,-33.46027156410539,b'SPLUS-s26s29 ',2.0870435,101,3.378339,12.930036,12.0,0,0.9852388,21.357399,21.567257,21.261051,20.439697,20.036907,18.797565,18.565475,17.467834,16.308748,16.27044,15.872721,15.725944,0.24835525,0.4866127,0.5857831,0.26244617,0.17991686,0.024371753,0.04165551,0.008654577,0.005158084,0.004675531,0.006588744,0.004501965,0.37940797
b'iDR3.SPLUS-s31s58.005192 ',340.6693028324014,-40.724230325800185,b'SPLUS-s31s58 ',2.9272084,89,3.8930283,14.048056,12.0,0,0.98132306,18.977339,18.605227,18.564283,18.086983,18.032562,17.757675,17.71946,17.392563,17.13745,17.27087,17.248491,17.236206,0.037686665,0.04144155,0.060766615,0.040068794,0.036778033,0.011425834,0.02443877,0.00861245,0.008421451,0.0089881085,0.015499359,0.013162969,0.2650182
b'iDR3.SPLUS-s32s22.006452 ',37.99545513154192,-42.03245414235094,b'SPLUS-s32s22 ',2.6414833,61,4.02044,13.910719,12.0,0,0.9796629,19.910063,19.06555,19.225899,18.502272,18.318846,18.00516,17.763887,17.459705,16.967949,17.250954,17.165745,17.145903,0.12269457,0.08929614,0.14924166,0.080692165,0.067240335,0.020854354,0.03394933,0.011294674,0.009472465,0.010386677,0.01747216,0.013960148,0.2942907
b'iDR3.STRIPE82-0060.024189',41.02787451513917,0.8469624920091511,b'STRIPE82-0060',2.8600202,101,3.7182462,14.3848,12.0,0,0.9845258,21.4435,20.966389,20.190945,20.273575,19.63879,18.829372,18.684488,17.469791,16.498463,16.419884,16.055643,15.948856,0.30648893,0.34340304,0.28033054,0.21024343,0.1131338,0.02035212,0.04679968,0.0093394015,0.006151115,0.005546508,0.008497655,0.005929743,0.3635427
b'iDR3.STRIPE82-0095.050546',305.6755357560082,-0.6705609994373294,b'STRIPE82-0095',2.8866403,75,3.7800133,14.78001,12.0,0,0.9328522,19.12239,18.86126,18.8107,18.002636,18.111702,17.789238,17.724495,17.42128,17.160011,17.362364,17.12209,17.009567,0.049843222,0.06420302,0.08175801,0.036556207,0.035971176,0.012845037,0.024206547,0.009654191,0.0063135796,0.011709619,0.02624628,0.012653867,0.29001322
b'iDR3.STRIPE82-0108.055379',314.7087079949556,1.047261714518239,b'STRIPE82-0108',2.4699275,70,3.7863476,14.738057,12.0,0,0.9822804,19.48978,19.14414,18.945574,18.53104,18.453228,18.062643,17.826077,17.524858,17.259615,17.353367,17.334026,17.304337,0.052485112,0.059540484,0.07846536,0.04330954,0.03748341,0.011639378,0.021481436,0.008876299,0.008775383,0.009419598,0.017635152,0.015592761,0.29945597
b'iDR3.STRIPE82-0078.003916',53.62265212610798,0.1030804730611555,b'STRIPE82-0078',1.9290844,50,3.276307,14.106884,12.0,0,0.98337656,18.130188,17.784243,17.834913,17.931229,17.787401,17.831505,17.724009,17.532902,17.325905,17.54384,17.255825,17.066582,0.01691621,0.019352084,0.029850625,0.02668768,0.022402236,0.009064814,0.0193892,0.0077370685,0.008282602,0.008831695,0.015778152,0.009716566,0.2296572
b'iDR3.STRIPE82-0006.027457',3.3638162881857334,0.875614770300196,b'STRIPE82-0006',2.453307,68,3.8451004,14.618223,12.0,0,0.9811778,18.274765,17.836054,17.969278,17.96479,17.881065,17.837841,17.71677,17.510834,17.140507,17.576159,17.475655,17.04944,0.025968825,0.026865164,0.042477407,0.036707558,0.031617526,0.012668684,0.025057672,0.009574525,0.008385513,0.011713447,0.022046087,0.012433553,0.24226072
b'iDR3.STRIPE82-0004.031191',1.791687271704504,0.8914261244525057,b'STRIPE82-0004',2.3460238,83,3.6215017,14.215039,12.0,0,0.97640145,18.051054,17.802666,17.893925,17.884342,17.805138,17.741405,17.60704,17.346546,16.997475,17.311485,16.255241,16.726772,0.019044545,0.022458455,0.035604946,0.028157674,0.025862671,0.010588764,0.021888055,0.007781156,0.007655148,0.008505215,0.008291391,0.008353526,0.20701927
b'iDR3.SPLUS-s22s19.003524 ',26.913386215352126,-28.883097657544933,b'SPLUS-s22s19 ',2.7818706,109,3.8255873,13.989678,12.0,0,0.97759664,17.95166,17.53149,17.64634,17.725552,17.52486,17.631035,17.536041,17.417088,17.089622,17.473864,17.329084,17.013168,0.017374024,0.020696742,0.032277327,0.03455885,0.027541416,0.011395305,0.021857807,0.008664438,0.008619698,0.009877991,0.017396718,0.010669611,0.21840763
b'iDR3.SPLUS-s24s23.026646 ',34.866661573073486,-30.76277662129932,b'SPLUS-s24s23 ',2.8434455,85,3.7151973,13.984338,12.0,0,0.9822785,17.425066,17.176054,17.145454,17.611431,17.667282,17.508165,17.699924,17.47025,16.785912,17.373587,16.964716,17.085983,0.014247931,0.0178085,0.025666397,0.031779196,0.033107385,0.012858812,0.02678324,0.0100150155,0.006892712,0.009127421,0.012585632,0.0105409045,0.18559895
b'iDR3.SPLUS-s32s45.033728 ',318.10247638771125,-41.48147711626288,b'SPLUS-s32s45 ',2.6314752,114,3.6218846,13.801866,12.0,0,0.9734843,17.620697,17.27629,17.431637,17.504526,17.427097,17.507923,17.44125,17.334705,16.984411,17.417744,17.10624,16.936779,0.015100701,0.017313011,0.027125899,0.02494963,0.022976063,0.009098446,0.017887138,0.007275569,0.006851163,0.008637905,0.01272438,0.009308247,0.19700275
b'iDR3.SPLUS-s26s49.017561 ',318.8549187622007,-33.858906126394245,b'SPLUS-s26s49 ',3.1002133,123,3.7793965,14.178546,12.0,0,0.76613796,19.19146,18.822235,18.72811,18.286179,18.202356,17.880302,17.628067,17.34928,16.997288,17.180275,17.12204,17.084011,0.035974845,0.04342462,0.059949383,0.039265934,0.035810545,0.011343424,0.019477723,0.008324016,0.008055882,0.008209587,0.013979026,0.0103359725,0.27465466
b'iDR3.SPLUS-s18s22.035466 ',316.4335000160541,-22.83059529555446,b'SPLUS-s18s22 ',3.181797,111,3.7797744,14.332976,12.0,0,0.9709884,18.873924,18.487625,18.192274,17.975914,17.933952,17.69716,17.54618,17.340515,16.948408,17.207478,17.185928,17.186985,0.034877766,0.039703995,0.048509166,0.039673008,0.03751157,0.012074723,0.022625806,0.009373283,0.0072224396,0.008376799,0.014925675,0.01166974,0.26347506
b'iDR3.SPLUS-s28s49.046370 ',318.82565416628546,-35.84271226182904,b'SPLUS-s28s49 ',3.744839,75,3.7595248,14.370445,12.0,0,0.9698911,19.20781,18.973541,18.89814,18.30934,18.152782,17.836721,17.68159,17.34365,17.034433,17.193037,17.129568,17.094006,0.03594189,0.043776367,0.06407717,0.038156264,0.03418664,0.01153322,0.02096393,0.007471156,0.007582238,0.0078704655,0.014604319,0.011377254,0.28574038
b'iDR3.SPLUS-n14s22.025513 ',180.38874609809423,-17.669584927614494,b'SPLUS-n14s22 ',2.0269227,80,3.4569237,13.426607,12.0,0,0.98059773,20.645535,20.210566,20.1599,19.281178,19.022678,18.314255,18.215322,17.481659,17.144463,17.166567,17.068869,16.996227,0.09847712,0.11212596,0.17791821,0.07514731,0.06003296,0.014331303,0.027861482,0.008040657,0.007737964,0.0074764085,0.013053109,0.009606577,0.3562201
b'iDR3.SPLUS-n06s03.001090 ',152.2965908227498,-7.464725163474657,b'SPLUS-n06s03 ',2.7164407,103,3.460664,13.886141,12.0,0,0.97762835,20.89235,20.925941,20.160984,19.499863,19.040707,18.412685,18.383532,17.366255,16.850483,17.03687,16.890976,16.863,0.11447415,0.18832083,0.16411921,0.08920643,0.05989673,0.0155614875,0.031035334,0.007666542,0.006768331,0.0069950665,0.0121597815,0.008941401,0.41436183
b'iDR3.SPLUS-n18s11.054065 ',165.25553314417823,-22.45249333991104,b'SPLUS-n18s11 ',4.773346,100,3.9969316,14.342794,12.0,0,0.98319596,19.544582,19.3237,19.216694,18.527243,18.352295,18.009703,17.825344,17.474129,17.133541,17.285603,17.207188,17.206303,0.06705077,0.07376643,0.09866939,0.051184826,0.04305875,0.013376013,0.025320698,0.009629988,0.010790034,0.009231915,0.016514638,0.012765539,0.31003523
b'iDR3.SPLUS-n15s14.003404 ',168.1632221426315,-19.54130779811753,b'SPLUS-n15s14 ',2.5174632,78,3.6287255,13.882077,12.0,0,0.9796831,19.160542,18.823002,18.728558,18.29372,18.20339,17.892872,17.72957,17.488062,17.21966,17.311392,17.300394,17.231895,0.031839494,0.03863391,0.05623213,0.03799325,0.035664964,0.01129079,0.020527579,0.008116965,0.008265376,0.008542873,0.015295591,0.011982437,0.27827555
b'iDR3.SPLUS-n03s25.042152 ',182.9464319629031,-2.3945391942684617,b'SPLUS-n03s25 ',2.1992068,83,3.37747,13.312064,12.0,0,0.98070264,21.107061,20.759327,20.291126,19.66214,19.454117,18.452717,18.420649,17.367249,16.919588,16.829502,16.63855,16.59267,0.16032937,0.18198873,0.18205643,0.096148625,0.07689106,0.015729265,0.030706147,0.007715126,0.006854295,0.0064087203,0.010706742,0.0079995515,0.3711638
b'iDR3.SPLUS-n11s34.016752 ',195.68164279128675,-13.931326571318332,b'SPLUS-n11s34 ',2.3477015,69,3.452098,13.860684,12.0,0,0.98267746,18.339754,18.094866,18.096401,18.104895,17.959831,17.923235,17.857525,17.51646,17.217976,17.55911,17.645866,17.661524,0.019364132,0.024114596,0.03589015,0.032382388,0.02884353,0.011260783,0.021103283,0.007883449,0.00782408,0.0089293895,0.0183646,0.0137952,0.2479108
b'iDR3.SPLUS-n11s39.006619 ',202.51911609814465,-14.087230888069657,b'SPLUS-n11s39 ',2.7050483,58,3.8213518,13.984527,12.0,0,0.98352826,19.535942,19.21787,19.096924,18.421837,18.367935,17.986824,17.789278,17.460728,17.149233,17.296951,17.293554,17.272495,0.042488117,0.052232724,0.07505211,0.041639257,0.038667407,0.012536462,0.021161934,0.008479245,0.008693868,0.008762104,0.023693597,0.013272308,0.30418074
b'iDR3.SPLUS-n10s37.027318 ',200.93371811191045,-12.053272612599368,b'SPLUS-n10s37 ',4.6897717,103,4.0974784,14.942017,12.0,0,0.9817209,19.023664,18.369902,17.451172,17.909502,17.88958,17.763216,17.61565,17.443424,17.087072,17.376282,17.051477,17.336037,0.042955276,0.042370263,0.029560283,0.0411755,0.038409326,0.0131911645,0.024630694,0.010359411,0.008431438,0.011620029,0.016952338,0.017279105,0.2753595
b'iDR3.SPLUS-n08s40.034743 ',204.4035163812507,-9.367173742851037,b'SPLUS-n08s40 ',2.213215,64,3.484639,13.649936,12.0,0,0.9826959,20.011982,19.781452,19.433609,18.769258,18.613384,18.173935,17.984608,17.488022,17.029778,17.243145,17.182613,17.140549,0.061180763,0.082591616,0.09679879,0.051313132,0.045189273,0.013443617,0.023796245,0.008399302,0.007947421,0.008235576,0.018087504,0.011894578,0.34364596
b'iDR3.SPLUS-n11s37.027017 ',200.08450573920112,-13.476817809749736,b'SPLUS-n11s37 ',3.4920368,69,3.820244,14.354303,12.0,0,0.9820204,19.610556,19.15654,19.057755,18.64788,18.344463,17.94207,17.823086,17.412968,16.986494,17.2128,17.14376,17.127388,0.06368586,0.06384346,0.091945544,0.064845905,0.048873987,0.014246594,0.025250478,0.0092635285,0.007672324,0.00846461,0.016375013,0.01150645,0.3002812
b'iDR3.SPLUS-n06s40.000006 ',202.53709964909785,-7.496103366777636,b'SPLUS-n06s40 ',4.8780894,74,3.888676,14.1303835,12.0,0,0.9768367,19.185358,19.485596,19.961376,19.924046,19.681728,18.010319,18.551361,17.505186,17.185146,17.373821,16.904926,16.844711,0.043709274,0.09284792,0.21396002,0.1978872,0.14717595,0.016344586,0.050023366,0.010538567,0.009576402,0.010304518,0.01442521,0.011075503,0.29540348
b'iDR3.HYDRA-0133.079571   ',157.89103396413373,-41.19779496810856,b'HYDRA-0133   ',2.5386033,57,3.8617294,13.728836,12.0,0,0.98203284,20.71944,20.699753,19.747732,18.924221,18.89407,18.231781,18.087564,17.363901,16.918764,17.003004,16.870296,16.816545,0.18586747,0.33643195,0.22248721,0.124208085,0.12270779,0.027141755,0.04644187,0.010937042,0.009072766,0.008661047,0.013979606,0.010602464,0.40205628
b'iDR3.HYDRA-0124.062117   ',156.90163714717752,-40.34581382019134,b'HYDRA-0124   ',2.5863426,62,3.5712976,14.116586,12.0,0,0.982405,20.296991,20.11678,19.85495,19.091028,18.812794,18.249245,18.071583,17.521585,17.19786,17.261251,17.178246,17.155762,0.13301012,0.15725528,0.18185556,0.087422945,0.06750616,0.016997231,0.029916536,0.009134974,0.008747906,0.0084891245,0.014844484,0.011794572,0.35852024
b'iDR3.HYDRA-0024.026165   ',155.32350561166393,-25.44855783056095,b'HYDRA-0024   ',2.073879,84,3.7648964,13.622761,12.0,0,0.9742036,18.132769,17.704355,17.849026,17.821926,17.699965,17.799576,17.71886,17.539309,17.234016,17.535555,17.37527,17.068748,0.017922329,0.020950725,0.032280125,0.027258292,0.024085188,0.010581039,0.019766174,0.008497998,0.008179283,0.010081136,0.018872859,0.011803267,0.22772059
b'iDR3.HYDRA-0143.110375   ',161.33292346183788,-42.5921329690106,b'HYDRA-0143   ',2.3460422,71,3.5258353,13.759507,12.0,0,0.9930734,20.076551,19.890865,19.351368,18.7621,18.56952,18.056694,17.843601,17.384644,17.06387,17.131618,17.064838,17.020199,0.07739449,0.101169296,0.09924066,0.060162246,0.05021561,0.0154073695,0.025848895,0.008289389,0.008045246,0.007651141,0.01383103,0.010279324,0.3477085
b'iDR3.HYDRA-0070.058234   ',154.01514860085484,-31.792573806787527,b'HYDRA-0070   ',2.109244,71,3.4845572,13.861197,12.0,0,0.9812655,21.312883,21.833063,20.401642,19.829147,19.859627,18.883142,18.706501,17.531345,16.672287,16.493738,16.122587,16.032326,0.3767702,0.9192325,0.3563159,0.19822367,0.18929298,0.036357764,0.059808515,0.010719667,0.0069912397,0.0056173927,0.008295328,0.005621168,0.43320653
b'iDR3.HYDRA-0061.028913   ',153.80512055889707,-31.07637356078436,b'HYDRA-0061   ',1.9691052,68,3.3293138,14.198249,12.0,0,0.98150563,19.17717,18.748703,18.670647,18.273561,18.218119,17.919378,17.756983,17.46778,17.194645,17.319616,17.272533,17.261427,0.034879237,0.042399675,0.06078637,0.037185006,0.03234537,0.010333522,0.020329887,0.007573698,0.007830283,0.0077398415,0.015335501,0.011183349,0.27366856
b'iDR3.HYDRA-0160.049889   ',149.31522884385623,-47.65219269579898,b'HYDRA-0160   ',2.7124543,65,3.9815302,14.042485,12.0,0,0.9805086,20.128664,20.041754,19.728943,18.99155,18.969383,18.377762,18.229618,17.529087,17.156832,17.165565,16.988214,16.94984,0.12441061,0.16014951,0.1810122,0.08898454,0.088804364,0.023939855,0.04229678,0.01076385,0.009334168,0.008832634,0.013814079,0.011542933,0.3435923
b'iDR3.HYDRA-0050.011603   ',151.6699323114353,-29.9674390940631,b'HYDRA-0050   ',1.7986559,67,3.375597,14.109507,12.0,0,0.98506045,19.056002,18.6618,18.371883,18.139065,17.969193,17.789131,17.6388,17.448593,17.153038,17.292072,17.292034,17.233534,0.03445218,0.041137617,0.05084533,0.036508936,0.030609105,0.010642082,0.020364411,0.008245609,0.008020423,0.00812989,0.016031263,0.011262736,0.27600133
b'iDR3.HYDRA-0161.020552   ',151.63217916768284,-47.85280312646909,b'HYDRA-0161   ',2.4865375,67,3.6375406,13.950834,12.0,0,0.9881102,19.133144,18.74984,18.515158,18.185394,18.099316,17.812881,17.678665,17.432247,17.145193,17.309685,17.290773,17.25835,0.0386264,0.042518903,0.052965082,0.037822615,0.034494467,0.011530505,0.021526763,0.008570119,0.008646625,0.009150628,0.016907295,0.013405018,0.28037006
b'iDR3.HYDRA-0139.056383   ',153.15080873828936,-43.263968595644826,b'HYDRA-0139   ',3.4819553,99,3.700523,14.496068,12.0,0,0.9827094,19.27591,18.9631,18.963482,18.412828,18.290491,17.93686,17.70044,17.39674,16.972675,17.145859,17.066505,17.043379,0.043547142,0.051182307,0.06991249,0.043447223,0.041550227,0.014069099,0.024519501,0.009046952,0.008456946,0.0086620785,0.016035505,0.012207539,0.27698597
b'iDR3.SPLUS-s02s05.006336 ',329.8270132703701,-1.9145785283687864,b'SPLUS-s02s05 ',4.181629,68,3.9357114,14.671658,12.0,0,0.98148894,19.453014,19.066769,19.02539,18.493534,18.531965,18.142532,17.933613,17.654495,17.33411,17.456177,17.399925,17.388817,0.038669415,0.046005633,0.07059573,0.047674574,0.04425751,0.013593662,0.024255192,0.00904302,0.008588298,0.00961537,0.02087241,0.014880736,0.29527014
b'iDR3.SPLUS-s25s31.050295 ',47.87885012806618,-31.880860044582445,b'SPLUS-s25s31 ',2.536993,74,3.649054,14.049672,12.0,0,0.9792159,17.563465,17.475428,17.280186,17.524384,17.40985,17.67805,17.668053,17.633999,17.271797,17.729603,17.674017,17.77319,0.012273335,0.017328402,0.022727907,0.023290832,0.02145044,0.010022674,0.019770643,0.008762981,0.0086411545,0.010063591,0.020288948,0.015450572,0.22884336
b'iDR3.SPLUS-s24s44.032361 ',67.91485862835738,-30.25392017250568,b'SPLUS-s24s44 ',3.1799004,88,3.682096,14.113841,12.0,0,0.98305124,18.146343,17.846752,18.00373,18.078054,18.170528,17.96227,18.146322,17.613941,16.991207,17.077076,16.704496,16.752245,0.02334221,0.025433265,0.03832592,0.036059607,0.03722966,0.013040442,0.028716372,0.009364092,0.007502212,0.0076580993,0.013080151,0.009881086,0.1832798
b'iDR3.STRIPE82-0007.019991',3.79253884171062,-0.8465181163652914,b'STRIPE82-0007',2.4279113,63,3.4957256,14.633732,12.0,0,0.9827513,20.9278,20.75492,20.397287,19.461044,19.34504,18.589485,18.553299,17.605831,17.175146,17.216587,17.032862,16.987526,0.1558767,0.2223485,0.24833421,0.08556563,0.07474162,0.015760642,0.034994278,0.008635751,0.007825236,0.0073690447,0.013339057,0.009301913,0.39503166
b'iDR3.STRIPE82-0067.050741',46.20769411378219,-0.1370507568661265,b'STRIPE82-0067',2.2355142,62,3.4353848,13.547304,12.0,0,0.9816159,19.137466,18.91376,18.776266,18.63844,18.400978,17.845026,16.91512,17.610767,17.198715,17.57494,17.552963,17.480165,0.031003492,0.03883406,0.050254535,0.03982905,0.032685153,0.009658754,0.011642259,0.008085357,0.0075109354,0.009565554,0.018452492,0.014242267,0.29988915
